country,year,ovi_gas,ovi_oil
IRN,2007,2.3625032020254415,7.4958141705722525
IRN,2008,2.226626285879062,7.221501637837991
IRN,2009,2.0778309945018454,7.366722327193336
IRN,2010,1.9397546485268604,7.436447004311786
IRN,2011,1.8282866619527576,7.3908380501111
IRN,2012,1.8360419998317767,7.252636647345033
IRN,2013,1.8206580434165696,6.7477001358431545
IRN,2014,1.6152161616656573,7.217967057240918
IRN,2015,1.5220127738486935,8.130508172775418
IRN,2016,1.4266573244012908,7.865130311266109
IRN,2017,1.3662174264148912,7.647564191168142
IRN,2018,1.317134804596222,7.3633326178389
IRN,2019,1.2824789603983449,7.0227733098129175
IRN,2020,1.182933362457241,7.297081366500767
IRN,2021,1.2202249954259972,6.878056120751952
IRN,2022,1.1699184999290482,6.843158714592193
IRN,2023,1.13584320381461,6.7544885924167195
IRQ,2001,26.304066560305102,59.55123614215894
IRQ,2002,30.76238292645852,62.92904035028459
IRQ,2003,46.53796391438597,69.76330534083438
IRQ,2004,72.5992237064421,64.36387917690804
IRQ,2005,50.06843014237387,67.7966353561802
IRQ,2006,50.06843014237387,69.29576433844089
IRQ,2007,15.181579425277413,76.11203237619273
IRQ,2008,10.680283002051064,68.56794468652623
IRQ,2009,10.06449437247929,71.78866198820411
IRQ,2010,9.66597748661156,61.55367324318214
IRQ,2011,10.944166622413483,57.59325937971765
IRQ,2012,10.876125257515556,52.574526208657325
IRQ,2013,9.751537791836304,47.803353248498134
IRQ,2014,9.158249906138554,48.97424600046481
IRQ,2015,9.446424952678512,49.34593682521633
IRQ,2016,6.969705238455954,49.04392197443864
IRQ,2017,6.035716557130353,40.77116078929404
IRQ,2018,4.72377768358131,41.448493685814014
IRQ,2019,3.537750962333723,42.247067625353594
IRQ,2020,3.731067940179711,48.72085161902618
IRQ,2021,4.200495819922996,43.46210364079967
IRQ,2022,3.756162248066176,39.63853017343619
IRQ,2023,3.5868262952039407,37.26195139062953
KWT,2001,6.5905714703601115,4.636244701995643
KWT,2002,7.188338572723429,4.0528241811825545
KWT,2003,6.261042896842106,3.374205438486464
KWT,2004,5.744076052148721,3.0355461163738395
KWT,2005,5.090278777920411,2.7818090611701054
KWT,2006,5.045159465626193,2.935917438265347
KWT,2007,5.560428860428158,2.877279279140122
KWT,2008,4.929955036883547,2.734266744337763
KWT,2009,5.021048467121662,2.5750239170637568
KWT,2010,4.256001287742149,2.230717598667676
KWT,2011,3.750800038927604,2.3282761802974536
KWT,2012,3.3926788860881216,2.349292053562112
KWT,2013,3.3471356974474182,2.1864611516219243
KWT,2014,3.3282654017425317,2.2644203490015236
KWT,2015,2.926770907863054,2.225222609699016
KWT,2016,2.8123002864798656,2.328901278937668
KWT,2017,2.8286701674962815,2.289759617374576
