typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20220101,2022,52,2022,882,WSM,Samoa,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,580449,FALSE,8,kg,580449,FALSE,580449,FALSE,0,FALSE,746370.997,,746370.997,0,FALSE,TRUE
C,A,20220101,2022,52,2022,894,ZMB,Zambia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,64608.31,FALSE,8,kg,64608.31,FALSE,64608.31,FALSE,0,FALSE,69622.52,,69622.52,0,FALSE,TRUE
C,A,20230101,2023,52,2023,20,AND,Andorra,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2925752,FALSE,8,kg,2925752,FALSE,2925752,FALSE,0,FALSE,2768435.336,,2768435.336,0,FALSE,TRUE
C,A,20230101,2023,52,2023,24,AGO,Angola,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26438,FALSE,8,kg,26438,FALSE,26438,FALSE,0,FALSE,43454.796,39049.758,43454.796,0,FALSE,TRUE
C,A,20230101,2023,52,2023,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1292840.2,FALSE,12,m,49,FALSE,1292840.2,FALSE,0,FALSE,551124.029,,551124.029,0,FALSE,TRUE
C,A,20230101,2023,52,2023,31,AZE,Azerbaijan,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18.7,FALSE,12,m,2.907,FALSE,18.7,FALSE,0,FALSE,1757.47,,1757.47,0,FALSE,TRUE
C,A,20230101,2023,52,2023,32,ARG,Argentina,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1894291800,FALSE,8,kg,1894291800,FALSE,1894291800,FALSE,0,FALSE,1799875976,1638952170,1799875976,0,FALSE,TRUE
C,A,20230101,2023,52,2023,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1639.396,TRUE,8,kg,1076.4,FALSE,1639.396,TRUE,0,FALSE,14441.927,14101.266,14441.927,6,FALSE,TRUE
C,A,20230101,2023,52,2023,40,AUT,Austria,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3071810,FALSE,8,kg,3071810,FALSE,3071810,FALSE,0,FALSE,3268944.274,,3268944.274,0,FALSE,TRUE
C,A,20230101,2023,52,2023,44,BHS,Bahamas,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5830682.676,TRUE,-1,N/A,0,FALSE,5830682.676,TRUE,0,FALSE,3955689,,3955689,6,FALSE,TRUE
C,A,20230101,2023,52,2023,51,ARM,Armenia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,42,FALSE,12,m,0.01,FALSE,42,FALSE,0,FALSE,126,,126,0,FALSE,TRUE
C,A,20230101,2023,52,2023,52,BRB,Barbados,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18477450,FALSE,8,kg,18477450,FALSE,18477450,FALSE,0,FALSE,10322334,,10322334,0,FALSE,TRUE
C,A,20230101,2023,52,2023,56,BEL,Belgium,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7935325022,FALSE,-1,N/A,0,FALSE,7935325022,FALSE,0,FALSE,6005423386,,6005423386,0,FALSE,TRUE
C,A,20230101,2023,52,2023,60,BMU,Bermuda,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7,FALSE,8,kg,7,FALSE,7,FALSE,0,FALSE,88.44,,88.44,0,FALSE,TRUE
C,A,20230101,2023,52,2023,70,BIH,Bosnia Herzegovina,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,17976.8,FALSE,8,kg,17976.8,FALSE,17976.8,FALSE,0,FALSE,19590.496,,19590.496,0,FALSE,TRUE
C,A,20230101,2023,52,2023,72,BWA,Botswana,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2926260.09,FALSE,8,kg,2926260.09,FALSE,2952742.09,FALSE,0,FALSE,2585689.051,,2585689.051,0,FALSE,TRUE
C,A,20230101,2023,52,2023,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,602305680,FALSE,8,kg,602305680,FALSE,602305680,FALSE,0,FALSE,359227328,340736669,359227328,0,FALSE,TRUE
C,A,20230101,2023,52,2023,96,BRN,Brunei Darussalam,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9654,FALSE,8,kg,9654,FALSE,9654,FALSE,0,FALSE,22486.381,,22486.381,0,FALSE,TRUE
C,A,20230101,2023,52,2023,100,BGR,Bulgaria,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,195144,FALSE,18,TJ,11,FALSE,195144,FALSE,0,FALSE,123886.196,,123886.196,0,FALSE,TRUE
C,A,20230101,2023,52,2023,116,KHM,Cambodia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,423575253,FALSE,8,kg,423575253,FALSE,423575253,FALSE,0,FALSE,235709114.4,,235709114.4,0,FALSE,TRUE
C,A,20230101,2023,52,2023,120,CMR,Cameroon,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5870952,FALSE,8,kg,5870952,FALSE,5870952,FALSE,0,FALSE,5023359.039,,5023359.039,0,FALSE,TRUE
C,A,20230101,2023,52,2023,124,CAN,Canada,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,158403078,FALSE,7,l,158403078,FALSE,158403078,FALSE,0,FALSE,,49032964.07,49032964.07,0,FALSE,TRUE
C,A,20230101,2023,52,2023,132,CPV,Cabo Verde,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,38,FALSE,8,kg,38,FALSE,38,FALSE,0,FALSE,195.661,183.206,195.661,0,FALSE,TRUE
C,A,20230101,2023,52,2023,136,CYM,Cayman Isds,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2751.941,TRUE,-1,N/A,0,FALSE,2751.941,TRUE,0,FALSE,1883.079,,1883.079,6,FALSE,TRUE
C,A,20230101,2023,52,2023,152,CHL,Chile,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2422337210,FALSE,8,kg,2422337210,FALSE,2422337210,FALSE,0,FALSE,1041471625,904356357.8,1041471625,0,FALSE,TRUE
C,A,20230101,2023,52,2023,156,CHN,China,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,70652487006,TRUE,8,kg,59411275920,FALSE,70652487006,TRUE,0,FALSE,44925098864,,44925098864,6,FALSE,TRUE
C,A,20230101,2023,52,2023,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,12,m,1455596.45,FALSE,,FALSE,0,FALSE,441455965.7,400778380.4,441455965.7,0,FALSE,TRUE
C,A,20230101,2023,52,2023,180,COD,Dem. Rep. of the Congo,M,Import,0,W00,World,0,W00,World,H4,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7991196.758,TRUE,8,kg,8012756,FALSE,7991196.758,TRUE,0,FALSE,5689489.89,,5689489.89,6,FALSE,TRUE
C,A,20230101,2023,52,2023,191,HRV,Croatia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1862050565,FALSE,18,TJ,101870.869,FALSE,1862050565,FALSE,0,FALSE,1981718464,,1981718464,0,FALSE,TRUE
C,A,20230101,2023,52,2023,203,CZE,Czechia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3265086,FALSE,18,TJ,177,FALSE,3265086,FALSE,0,FALSE,4107152,4027658,4107152,0,FALSE,TRUE
C,A,20230101,2023,52,2023,208,DNK,Denmark,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1116770,FALSE,18,TJ,55,FALSE,1116770,FALSE,0,FALSE,755801.678,,755801.678,0,FALSE,TRUE
C,A,20230101,2023,52,2023,214,DOM,Dominican Rep.,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1477735780,FALSE,8,kg,1477735780,FALSE,1477735780,FALSE,0,FALSE,707235469.9,,707235469.9,0,FALSE,TRUE
C,A,20230101,2023,52,2023,218,ECU,Ecuador,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,8,kg,0.001,FALSE,,FALSE,0,FALSE,6.3,,6.3,0,FALSE,TRUE
C,A,20230101,2023,52,2023,222,SLV,El Salvador,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,373792000,FALSE,8,kg,373792000,FALSE,373792000,FALSE,0,FALSE,190789337.5,,190789337.5,0,FALSE,TRUE
C,A,20230101,2023,52,2023,231,ETH,Ethiopia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20,FALSE,8,kg,20,FALSE,20,FALSE,0,FALSE,1040.496,,1040.496,0,FALSE,TRUE
C,A,20230101,2023,52,2023,233,EST,Estonia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25718852,FALSE,18,TJ,1421.496,FALSE,25718852,FALSE,0,FALSE,18401033.25,,18401033.25,0,FALSE,TRUE
C,A,20230101,2023,52,2023,246,FIN,Finland,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,18,TJ,68235,FALSE,,FALSE,0,FALSE,754317546,,754317546,0,FALSE,TRUE
C,A,20230101,2023,52,2023,251,FRA,France,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,21670264082,TRUE,18,TJ,0,FALSE,21670264082,TRUE,0,FALSE,14191045155,,14191045155,6,FALSE,TRUE
C,A,20230101,2023,52,2023,266,GAB,Gabon,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,12,m,24,FALSE,,FALSE,0,FALSE,2794.574,,2794.574,0,FALSE,TRUE
C,A,20230101,2023,52,2023,268,GEO,Georgia,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8007.05,FALSE,17,1000 m,8007.05,FALSE,8007.05,FALSE,0,FALSE,3157.961,,3157.961,0,FALSE,TRUE
C,A,20230101,2023,52,2023,270,GMB,Gambia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,42839,FALSE,8,kg,42839,FALSE,42839,FALSE,0,FALSE,27859.783,,27859.783,0,FALSE,TRUE
C,A,20230101,2023,52,2023,275,PSE,State of Palestine,M,Import,0,W00,World,0,W00,World,H4,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,164082290.8,TRUE,-1,N/A,0,FALSE,164082290.8,TRUE,0,FALSE,111317756.2,,111317756.2,6,FALSE,TRUE
C,A,20230101,2023,52,2023,276,DEU,Germany,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4855835000,FALSE,3,1000 kWh,74546410,FALSE,4855835000,FALSE,0,FALSE,3408101053,,3408101053,0,FALSE,TRUE
C,A,20230101,2023,52,2023,300,GRC,Greece,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1810907110,FALSE,18,TJ,98961,FALSE,1810907110,FALSE,0,FALSE,1578913641,,1578913641,0,FALSE,TRUE
C,A,20230101,2023,52,2023,328,GUY,Guyana,M,Import,0,W00,World,0,W00,World,H5,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1386770,FALSE,2,m,9.14382E+11,FALSE,1386770,FALSE,0,FALSE,1195097.005,,1195097.005,0,FALSE,TRUE
C,A,20230101,2023,52,2023,344,HKG,"China, Hong Kong SAR",M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,349107000,FALSE,21,1000 KG,349107,FALSE,349107000,FALSE,0,FALSE,186630452.9,,186630452.9,0,FALSE,TRUE
C,A,20230101,2023,52,2023,348,HUN,Hungary,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1997034.7,FALSE,18,TJ,182006.505,FALSE,1997034.7,FALSE,0,FALSE,1647229,,1647229,0,FALSE,TRUE
C,A,20230101,2023,52,2023,352,ISL,Iceland,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,58,FALSE,8,kg,58,FALSE,58,FALSE,0,FALSE,955.909,869.41,955.909,0,FALSE,TRUE
C,A,20230101,2023,52,2023,372,IRL,Ireland,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1226898564,FALSE,-1,N/A,0,FALSE,1226898564,FALSE,0,FALSE,1118985761,,1118985761,0,FALSE,TRUE
C,A,20230101,2023,52,2023,380,ITA,Italy,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11827908930,FALSE,18,TJ,646790,FALSE,11827908930,FALSE,0,FALSE,7930301701,,7930301701,0,FALSE,TRUE
C,A,20230101,2023,52,2023,384,CIV,C_e d'Ivoire,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6,FALSE,8,kg,6,FALSE,6,FALSE,0,FALSE,497.64,,497.64,0,FALSE,TRUE
C,A,20230101,2023,52,2023,388,JAM,Jamaica,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,735747880,FALSE,8,kg,735747880,FALSE,735747880,FALSE,0,FALSE,406324660,,406324660,0,FALSE,TRUE
C,A,20230101,2023,52,2023,392,JPN,Japan,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,66150792000,FALSE,21,1000 KG,66150792,FALSE,66150792000,FALSE,0,FALSE,46409861708,,46409861708,0,FALSE,TRUE
C,A,20230101,2023,52,2023,398,KAZ,Kazakhstan,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8339630,FALSE,12,m,11907600,FALSE,8339630,FALSE,0,FALSE,2498450.53,,2498450.53,0,FALSE,TRUE
C,A,20230101,2023,52,2023,400,JOR,Jordan,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,470592739.6,TRUE,-1,N/A,0,FALSE,470592739.6,TRUE,0,FALSE,308173577.9,,308173577.9,6,FALSE,TRUE
C,A,20230101,2023,52,2023,404,KEN,Kenya,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,890,FALSE,8,kg,890,FALSE,890,FALSE,0,FALSE,1156.508,,1156.508,0,FALSE,TRUE
C,A,20230101,2023,52,2023,410,KOR,Rep. of Korea,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,8,kg,44117065041,FALSE,,FALSE,0,FALSE,36048868662,,36048868662,0,FALSE,TRUE
C,A,20230101,2023,52,2023,414,KWT,Kuwait,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,19800,FALSE,8,kg,19800,FALSE,19800,FALSE,0,FALSE,19305.213,,19305.213,0,FALSE,TRUE
C,A,20230101,2023,52,2023,418,LAO,Lao People's Dem. Rep.,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24044.52,FALSE,8,kg,24044.52,FALSE,24044.52,FALSE,0,FALSE,27444.5,,27444.5,0,FALSE,TRUE
C,A,20230101,2023,52,2023,426,LSO,Lesotho,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6090926,FALSE,8,kg,6090926,FALSE,6090926,FALSE,0,FALSE,8558177.217,,8558177.217,0,FALSE,TRUE
C,A,20230101,2023,52,2023,428,LVA,Latvia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2362950,FALSE,-1,N/A,0,FALSE,2362950,FALSE,0,FALSE,1709690.048,,1709690.048,0,FALSE,TRUE
C,A,20230101,2023,52,2023,440,LTU,Lithuania,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2261100376,FALSE,18,TJ,124399.542,FALSE,2261100376,FALSE,0,FALSE,1708277322,,1708277322,0,FALSE,TRUE
C,A,20230101,2023,52,2023,442,LUX,Luxembourg,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,370162.202,FALSE,18,TJ,271.708,FALSE,370162.202,FALSE,0,FALSE,156095.474,156089.581,156095.474,0,FALSE,TRUE
C,A,20230101,2023,52,2023,454,MWI,Malawi,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,867930,FALSE,8,kg,867930,FALSE,867930,FALSE,0,FALSE,940849.96,,940849.96,0,FALSE,TRUE
C,A,20230101,2023,52,2023,458,MYS,Malaysia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2164883000,FALSE,8,kg,2164883000,FALSE,2164883000,FALSE,0,FALSE,1533776860,,1533776860,0,FALSE,TRUE
C,A,20230101,2023,52,2023,470,MLT,Malta,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,263961000,FALSE,18,TJ,14779,FALSE,263961000,FALSE,0,FALSE,161789533.8,,161789533.8,0,FALSE,TRUE
C,A,20230101,2023,52,2023,484,MEX,Mexico,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,512861700,FALSE,7,l,512861700,FALSE,512861700,FALSE,0,FALSE,,153374358,153374358,0,FALSE,TRUE
C,A,20230101,2023,52,2023,490,S19,"Other Asia, nes",M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20191810000,FALSE,21,1000 KG,20191810,FALSE,,FALSE,0,FALSE,12626386900,,12626386900,0,FALSE,TRUE
C,A,20230101,2023,52,2023,499,MNE,Montenegro,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,798520.2,FALSE,-1,N/A,0,FALSE,798520.2,FALSE,0,FALSE,1087261.248,,1087261.248,0,FALSE,TRUE
C,A,20230101,2023,52,2023,508,MOZ,Mozambique,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18,FALSE,8,kg,18,FALSE,37,FALSE,0,FALSE,3000,1000,3000,0,FALSE,TRUE
