ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,PipelineName,SegmentName,OtherEnglishNames,Status,Owner,Parent,StartYear1,StartYear2,StartYear3,StopYear,ShelvedYear,Capacity,CancelledYear,CapacityUnits,CapacityBcm/y,CapacityBOEd,LengthKnownKm,LengthEstimateKm,LengthMergedKm,Diameter,DiameterUnits,FuelSource,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,StartSubRegion,EndPrefecture/District,EndState/Province,EndRegion,FIDStatus,EndSubRegion,FIDYear,OtherLanguagePrimaryPipelineName,OtherLanguageSegmentName,Cost,CostUnits,CostUSD,LastUpdated
P0208,Gas,United States,United States,United States,https://www.gem.wiki/Tallgrass_Interstate_Gas_Transmission,Tallgrass Interstate Gas Transmission,,,operating,Tallgrass Energy (100%),Tallgrass Energy LP [100.00%],1927,,,,,830,,MMcf/d,8.48,136720.92,7491.5,6110.61,7491.5,,,,Wyoming,,,Americas,,Northern America,,"Missouri, Nebraska",Americas,,Northern America,,,,,,--,2023-08-25
P0209,Gas,United States,United States,United States,https://www.gem.wiki/Leach_XPress_Gas_Pipeline,Leach XPress Gas Pipeline,,,operating,TC Energy (100%),TC Energy Corp [100.00%],2018,,,,,1530,,MMcf/d,15.64,252027.72,257.5,236.23,257.5,"30, 36",in,"Marcellus, Utica",,,Pennsylvania,Americas,,Northern America,,Ohio,Americas,,Northern America,,,,1750000000,USD,1750000000,2023-08-25
P0210,Gas,United States,United States,United States,https://www.gem.wiki/Louisiana_Intrastate_Gas_(LIG)_Pipeline,Louisiana Intrastate Gas (LIG) Pipeline,,,operating,EnLink Midstream (100%),EnLink Midstream LLC [100.00%],1985,,,,,700,,MMcf/d,7.15,115306.8,3218.69,724.59,3218.69,,,Haynesville Shale,Cotton Valley,,Louisiana,Americas,New Orleans,Northern America,,Louisiana,Americas,,Northern America,,,,,,--,2023-08-25
P0211,Gas,Canada,Canada,Canada,https://www.gem.wiki/Mackenzie_Gas_Pipeline_Project,Mackenzie Gas Pipeline Project,,,cancelled,ExxonMobil (39.6%); The Aboriginal Pipeline Group (33.3%); ConocoPhillips (15.7%); Shell (11.4%),ExxonMobil Corp [39.60%]; ConocoPhillips Corp [15.70%]; Shell PLC [11.40%]; unknown [unknown %],,,,,,1850,2017,MMcf/d,18.91,304739.4,1220,1278.38,1220,,,"Taglu, Parsons Lake and Niglintgak",Mackenzie Valley,,Northwest Territories,Americas,,Northern America,,Alberta,Americas,,Northern America,,,,,,--,2023-09-06
P0212,Gas,Canada,United States,"Canada, United States",https://www.gem.wiki/Maritimes_and_Northeast_Gas_Pipeline,Maritimes and Northeast Gas Pipeline,,,operating,Enbridge (77.53%); Emera (12.92%); ExxonMobil (9.55%),Enbridge Inc [77.53%]; Emera Inc [12.92%]; ExxonMobil Corp [9.55%],2000,,,,,1380,,MMcf/d,14.1,227319.12,1429,994.8,1429,30,in,,Goldboro,,Nova Scotia,Americas,Dracut,Northern America,,Massachusetts,Americas,,Northern America,,,,,,--,2023-08-17
P0213,Gas,United States,United States,United States,https://www.gem.wiki/Midcontinent_Express_Gas_Pipeline,Midcontinent Express Gas Pipeline,,,operating,Kinder Morgan (50%); ETP Legacy (50%),Kinder Morgan Inc [50.00%]; Energy Transfer LP [unknown %],2009,,,,,1533,,MMcf/d,15.67,252521.89,816.42,803.38,816.42,"36, 42",in,,Bennington,,Oklahoma,Americas,Butler,Northern America,,Alabama,Americas,,Northern America,,,,1832000000,USD,1832000000,2023-08-25
P0214,Gas,United States,United States,United States,https://www.gem.wiki/Midwestern_Gas_Transmission,Midwestern Gas Transmission,,,operating,OneOK Inc (100%),ONEOK Inc [100.00%],1951,,,,,650,,MMcf/d,6.64,107070.6,589.02,636.49,589.02,,,,Portland,,Tennessee,Americas,Joliet,Northern America,,Illinois,Americas,,Northern America,,,,,,--,2023-08-25
P0215,Gas,United States,Mexico,"United States, Mexico",https://www.gem.wiki/Mier_Monterrey_Gas_Pipeline,Mier Monterrey Gas Pipeline,,,operating,Kinder Morgan (100%),Kinder Morgan Inc [100.00%],2003,,,,,640,,MMcf/d,6.54,105423.36,144.84,138.66,144.84,,,,Starr County,,Texas,Americas,Monterrey,Northern America,,Nuevo León,Americas,,Latin America and the Caribbean,,Gasoducto Mier–Monterrey,,,,--,2023-08-23
P0216,Gas,United States,United States,United States,https://www.gem.wiki/Millennium_Gas_Pipeline,Millennium Gas Pipeline,,,operating,Millennium Pipeline (100%),DT Midstream Inc [52.50%]; TC Energy Corp [47.50%],2008,,,,,500,,MMcf/d,5.11,82362,292.9,330.02,292.9,"14, 24, 30",in,,Lake Erie,,New York,Americas,Mount Vernon,Northern America,,New York,Americas,,Northern America,,,,800000000,USD,800000000,2023-08-25
P0217,Gas,United States,United States,United States,https://www.gem.wiki/Mississippi_Canyon_Gas_Pipeline,Mississippi Canyon Gas Pipeline,,,operating,Enbridge (100%),Enbridge Inc [100.00%],1996,,,,,800,,MMcf/d,8.18,131779.2,71.62,78.28,71.62,30,in,,Mississippi Canyon,,Louisiana,Americas,,Northern America,,Louisiana,Americas,,Northern America,,,,75000000,USD,75000000,2023-08-26
P0219,Gas,United States,United States,United States,https://www.gem.wiki/Mojave_Gas_Pipeline,Mojave Gas Pipeline,,,operating,El Paso Corporation (100%),Kinder Morgan Inc [100.00%],1991,,,,,400,,MMcf/d,4.09,65889.6,804.7,770.56,804.7,,,,Topock,,Arizona,Americas,Kern County,Northern America,,California,Americas,,Northern America,,,,,,--,2023-08-26
P0220,Gas,United States,United States,United States,https://www.gem.wiki/Mountain_Valley_Gas_Pipeline_(MVP),Mountain Valley Gas Pipeline (MVP),,,operating,Mountain Valley Pipeline LLC (100%),EQM Midstream Partners LP [45.50%]; NextEra Energy Inc [31.00%]; RGC Resources Inc [1.00%]; AltaGas Ltd [unknown %]; Consolidated Edison Inc [unknown %],2024,,,,,2000,,MMcf/d,20.44,329448,487.63,485.16,487.63,42,in,Marcellus and Utica shale fields,Wetzel County,,West Virginia,Americas,Pittsylvania County,Northern America,,Virginia,Americas,,Northern America,,,,7850000000,USD,7850000000,2024-08-20
P0221,Gas,United States,United States,United States,https://www.gem.wiki/Mountaineer_XPress_Gas_Pipeline,Mountaineer XPress Gas Pipeline,,,operating,TC Energy (100%),TC Energy Corp [100.00%],2019,,,,,2700,,MMcf/d,27.59,444754.8,275.2,243.14,275.2,"29, 36",in,"Marcellus, Utica",,,West Virginia,Americas,,Northern America,,West Virginia,Americas,,Northern America,,,,3030000000,USD,3030000000,2023-08-10
P0222,Gas,United States,United States,United States,https://www.gem.wiki/Natural_Gas_Pipeline_Company_of_America,Natural Gas Pipeline Company of America,,,operating,Kinder Morgan (37.5%); Brookfield Infrastructure Partners (25%); ArcLight Capital Partners (37.5%),Kinder Morgan Inc [37.50%]; Brookfield Corp [7.83%]; Royal Bank of Canada [2.33%]; The Capital Group Companies Inc [1.90%]; Bank of Montreal [1.60%]; 1832 Asset Management LP [1.45%]; ArcLight Capital Holdings LLC [unknown %],1931,,,,,1600,,MMcf/d,16.35,263558.4,14645.03,8936.21,14645.03,24,in,,"Texas Permian Basin, Gulf of Mexico",,,Americas,Chicago,Northern America,,Illinois,Americas,,Northern America,,,,,,--,2023-08-26
P0223,Gas,United States,United States,United States,https://www.gem.wiki/Nautilus_Gas_Pipeline,Nautilus Gas Pipeline,,,operating,Enbridge (100%),Enbridge Inc [100.00%],1997,,,,,600,,MMcf/d,6.13,98834.4,154,480.99,154,30,in,Manta Ray Gas Pipeline,"Ship Shoal Block 207, Green Canyon Corridor",,offshore Louisiana,Americas,"Neptune Gas Processing Plant, St. Mary's Parish",Northern America,,Louisiana,Americas,,Northern America,,,,,,--,2023-08-28
P0224,Gas,United States,United States,United States,https://www.gem.wiki/NET_Mexico_Gas_Pipeline,NET Mexico Gas Pipeline,,"Agua Dulce Pipeline,
Eagle Ford Shale Pipeline System Expansion Project",operating,NextEra Energy (90%); MGI Enterprises (10%),NextEra Energy Inc [90.00%]; Petróleos Mexicanos EPE [unknown %],2014,,,,,2100,,MMcf/d,21.46,345920.4,199.56,183.73,199.56,42,in,Agua Dulce Natural Gas Hub,Nueces County,,Texas,Americas,Rio Grande City,Northern America,,Texas,Americas,,Northern America,,,,760000000,USD,760000000,2023-08-28
P0225,Gas,United States,United States,United States,https://www.gem.wiki/NEXUS_Gas_Transmission_(NGT)_Pipeline,NEXUS Gas Transmission (NGT) Pipeline,,,operating,DTE Energy (50%); Enbridge (50%),DTE Electric Co [50.00%]; Enbridge Inc [50.00%],2018,,,,,1500,,MMcf/d,15.33,247086,410.38,376.91,410.38,36,in,Marcellus and Utica shale fields,Kensington,,Ohio,Americas,Willow Run,Northern America,,Michigan,Americas,,Northern America,,,,2000000000,USD,2000000000,2023-08-28
P0226,Gas,United States,United States,United States,https://www.gem.wiki/North_Baja_Gas_Pipeline,North Baja Gas Pipeline,,,operating,North Baja Pipeline LLC (100%),TC Energy Corp [100.00%],2002,,,,,600,,MMcf/d,6.13,98834.4,129,132.59,129,,,,Ehrenberg,,Arizona,Americas,Ogilby,Northern America,,California,Americas,,Northern America,,,,,,--,2023-07-10
P0230,Gas,United States,United States,United States,https://www.gem.wiki/Northwest_Gas_Pipeline,Northwest Gas Pipeline,,,operating,Williams Companies (100%),Williams Companies Inc [100.00%],1965,,,,,3700,,MMcf/d,37.81,609478.8,6437.38,4718.42,6437.38,,,,Sumas,,Washington,Americas,La Plata County,Northern America,,Colorado,Americas,,Northern America,,,,,,--,2023-08-28
P0231,Gas,Canada,United States,"Canada, United States",https://www.gem.wiki/Gas_Transmission_Northwest,Gas Transmission Northwest,,,operating,TC Energy (100%),TC Energy Corp [100.00%],1961,,,,,2900,,MMcf/d,29.64,477699.6,2177.44,983.59,2177.44,,,,Kingsgate,,British Columbia,Americas,Malin,Northern America,,Oregon,Americas,,Northern America,,,,,,--,2023-08-17
P0232,Gas,Canada,Canada,Canada,https://www.gem.wiki/Nova_Gas_Transmission_(NGTL)_Pipeline,Nova Gas Transmission (NGTL) Pipeline,Alberta Gas Pipeline System,,operating,NOVA Gas Transmission Ltd. (100%),TC Energy Corp [100.00%],1957,,,,,8000,,MMcf/d,81.76,1317792,24500,15726.11,24500,,,Alberta and British Columbia,Foothills,,Saskatchewan,Americas,Fort Nelson,Northern America,,British Columbia,Americas,,Northern America,,,,,,--,2023-09-06
P0233,Gas,United States,United States,United States,https://www.gem.wiki/NYMarc_Gas_Pipeline_Project,NYMarc Gas Pipeline Project,,,cancelled,TC Energy (50%); Dominion Energy (50%),TC Energy Corp [50.00%]; unknown [unknown %],,,,,2010,,2012,,--,--,106,85.43,106,,,,"Wantage, Sussex County",,New Jersey,Americas,Pleasant Valley,Northern America,,New York,Americas,,Northern America,,,,,,--,
P0234,Gas,United States,United States,United States,https://www.gem.wiki/Oasis_Gas_Pipeline,Oasis Gas Pipeline,,,operating,Energy Transfer (100%),Energy Transfer LP [100.00%],,,,,,1200,,MMcf/d,12.26,197668.8,966,752.64,966,,,,,,Texas,Americas,,Northern America,,Texas,Americas,,Northern America,,,,,,--,2022-10-11
P0235,Gas,United States,United States,United States,https://www.gem.wiki/Texas_Eastern_Transmission_(TETCO)_Gas_Pipeline#Expansion_projects,Texas Eastern Transmission (TETCO) Gas Pipeline,Ohio Pipeline Energy Network (OPEN) Gas Pipeline,,operating,Enbridge (100%),Enbridge Inc [100.00%],2015,,,,,550,,MMcf/d,5.62,90598.2,122.31,104,122.31,,,Utica Shale and Marcellus Shale plays,Kensington Processing plant,Columbiana County,Ohio,Americas,Monroe County,Northern America,,Ohio,Americas,,Northern America,,,,468000000,USD,468000000,2024-05-29
P0236,Gas,United States,United States,United States,https://www.gem.wiki/Ozark_Gas_Transmission_Pipeline,Ozark Gas Transmission Pipeline,,,operating,Black Bear Transmission LLC (100%),Project Tarpon Holdco LLC [100.00%],1982,,,,,170,,MMcf/d,1.74,28003.08,589,780.08,589,,,,Pittsburg County,,Oklahoma,Americas,,Northern America,,Missouri,Americas,,Northern America,,,,,,--,2023-08-28
P0237,Gas,United States,United States,United States,https://www.gem.wiki/Pacific_Connector_Gas_Pipeline,Pacific Connector Gas Pipeline,,,cancelled,Pembina Pipeline Corporation (100%),Pembina Pipeline Corp [100.00%],2022,,,,,2024,2021,MMcf/d,20.69,333401.38,373.37,332.12,373.37,,,,Malin,,Oregon,Americas,"Jordan Cove LNG terminal, Coos Bay",Northern America,,Oregon,Americas,,Northern America,,,,,,--,2023-07-27
P0238,Gas,Canada,Canada,Canada,https://www.gem.wiki/Pacific_Trail_Gas_Pipelines,Pacific Trail Gas Pipelines,,,proposed,Enbridge (100%),Enbridge Inc [100.00%],,,,,,4000,,MMcf/d,40.88,658896,471,402.01,471,,,,Summit Lake,,British Columbia,Americas,Kitimat,Northern America,,British Columbia,Americas,,Northern America,,,,,,--,2023-09-08
P0239,Gas,United States,United States,United States,https://www.gem.wiki/Panhandle_Eastern_Gas_Pipeline,Panhandle Eastern Gas Pipeline,,,operating,Southern Union Panhandle LLC (100%); Energy Transfer Operating LP,Southern Union Co [100.00%]; Energy Transfer LP [unknown %],1929,,,,,2800,,MMcf/d,28.62,461227.2,1384.04,3946.38,1384.04,,,,,,Oklahoma,Americas,,Northern America,,"Indiana, Ohio",Americas,,Northern America,,,,,,--,2023-08-28
P0240,Gas,United States,United States,United States,https://www.gem.wiki/PennEast_Gas_Pipeline,PennEast Gas Pipeline,Phase I,,cancelled,PennEast Pipeline Co (100%),Enbridge Inc [unknown %]; New Jersey Resources Corp [unknown %]; South Jersey Industries Inc [unknown %]; Southern Co [unknown %]; UGI Corp [unknown %],2021,,,,,1107,2021,MMcf/d,11.31,182349.47,109.44,104.18,109.44,36,in,,Luzerne County,,Pennsylvania,Americas,,Northern America,,Pennsylvania,Americas,,Northern America,,,,1300000000,USD,1300000000,2023-08-17
P0241,Gas,United States,United States,United States,https://www.gem.wiki/Port_Arthur_Gas_Pipeline,Port Arthur Gas Pipeline,Louisiana Connector,,proposed,Port Arthur Pipeline LLC (100%),Sempra Energy [70.00%]; Sempra Infrastructure Partners LP [10.00%]; KKR & Co. Inc [unknown %],2023,,,,,2000,,MMcf/d,20.44,329448,210.66,204.89,210.66,42,in,,Jefferson County,,Texas,Americas,St Landry Parish,Northern America,,Louisiana,Americas,,Northern America,,,,1207000000,USD,1207000000,2024-08-22
P0242,Gas,United States,United States,United States,https://www.gem.wiki/Portland_Natural_Gas_Transmission_System_(PNGTS),Portland Natural Gas Transmission System (PNGTS),,,operating,TC Energy (61.7%); Northern New England Investment Company (38.3%),TC Energy Corp [61.70%]; Énergir Inc [unknown %],1999,,,,,210,,MMcf/d,2.15,34592.04,474.76,424.31,474.76,24,in,,Pittsburg,,New Hampshire,Americas,Westbrook,Northern America,,Maine,Americas,,Northern America,,,,303000000,USD,303000000,2023-08-03
P0243,Gas,Canada,Canada,Canada,https://www.gem.wiki/Prince_Rupert_Gas_Transmission_Pipeline,Prince Rupert Gas Transmission Pipeline,,,construction,TC Energy (100%),TC Energy Corp [100.00%],,,,,,2000,,MMcf/d,20.44,329448,760,852.85,760,,,,Prince Rupert,,British Columbia,Americas,Hudson's Hope,Northern America,,British Columbia,Americas,,Northern America,,,,4444600000,USD,4444600000,2024-10-15
P0244,Gas,United States,United States,United States,https://www.gem.wiki/Regency_Intrastate_Gas_(RIGS)_Pipeline,Regency Intrastate Gas (RIGS) Pipeline,,,operating,ETP Legacy (100%),Energy Transfer LP [unknown %],1974,,,,,200,,MMcf/d,2.04,32944.8,321.87,209.42,321.87,"12, 16, 20, 24 ",in,Haynesville shale,Caddo Parish,,Louisiana,Americas,Franklin Parish,Northern America,,Louisiana,Americas,,Northern America,,,,,,--,2023-08-29
P0245,Gas,United States,United States,United States,https://www.gem.wiki/Rio_Bravo_Gas_Pipeline,Rio Bravo Gas Pipeline,,,proposed,Rio Bravo Pipeline Company LLC (100%),Enbridge Inc [100.00%],2026,,,,,4500,,MMcf/d,45.99,741258,221.93,224.13,221.93,"40, 42",in,,Kingsville,,Texas,Americas,"Rio Grande LNG, Port of Brownsville",Northern America,,Texas,Americas,,Northern America,,,,2173362909,USD,2173362909,2024-08-23
P0246,Gas,United States,United States,United States,https://www.gem.wiki/Rockies_Express_Gas_Pipeline,Rockies Express Gas Pipeline,,,operating,Tallgrass Energy (75%); Phillips 66 (25%),Tallgrass Energy LP [75.00%]; Phillips 66 [25.00%],2009,,,,,4050,,MMcf/d,41.39,667132.2,2711.74,2978.92,2711.74,"24, 36, 42",in,,,,"Colorado, Wyoming",Americas,,Northern America,,Ohio,Americas,,Northern America,,,,5822000000,USD,5822000000,2023-08-29
P0248,Gas,United States,United States,United States,https://www.gem.wiki/Ruby_Gas_Pipeline,Ruby Gas Pipeline,,,operating,Ruby Pipeline LLC (100%),Tallgrass Energy LP [100.00%],2011,,,,,1500,,MMcf/d,15.33,247086,1099.18,1076.83,1099.18,42,in,,Opal,,Wyoming,Americas,Malin,Northern America,,Oregon,Americas,,Northern America,,,,2960000000,USD,2960000000,2023-08-29
P0249,Gas,United States,United States,United States,https://www.gem.wiki/Sabal_Trail_Gas_Transmission_Pipeline,Sabal Trail Gas Transmission Pipeline,,Sabal Trail Project Phase I,operating,Sabal Trail Transmission LLC (100%),Enbridge Inc [50.00%]; Duke Energy Sabal Trail LLC [7.50%]; NextEra Energy Inc [unknown %],2017,,,,,830,,MMcf/d,8.48,136720.92,830.42,795.63,830.42,"24, 36",in,,Alexander City,,Alabama,Americas,Reunion,Northern America,,Florida,Americas,,Northern America,,,,3200000000,USD,3200000000,2023-08-11
P0250,Gas,United States,United States,United States,https://www.gem.wiki/Sabine_Natural_Gas_Pipeline_System,Sabine Natural Gas Pipeline System,,,operating,EnLink Midstream (100%),EnLink Midstream LLC [100.00%],1987,,,,,235,,MMcf/d,2.4,38710.14,211,205.05,211,,,,Erath,,Louisiana,Americas,Port Arthur,Northern America,,Texas,Americas,,Northern America,,,,,,--,2023-08-29
P0251,Gas,United States,United States,United States,https://www.gem.wiki/Sea_Robin_Gas_Pipeline,Sea Robin Gas Pipeline,,,operating,Panhandle Eastern (100%),Energy Transfer LP [100.00%],1969,,,,,1260,,MMcf/d,12.88,207552.24,704.89,268.22,704.89,,,,Gulf of Mexico,,,Americas,,Northern America,,Louisiana,Americas,,Northern America,,,,,,--,2023-08-30
P0252,Gas,United States,United States,United States,https://www.gem.wiki/Southern_Natural_Gas_(SNG)_Pipeline,Southern Natural Gas Pipeline,,,operating,Kinder Morgan (50%); Southern Company (50%),Kinder Morgan Inc [50.00%]; unknown [unknown %],1928,,,,,3900,,MMcf/d,39.86,642423.6,12231,10191.66,12231,,,,,,Texas,Americas,,Northern America,,Florida,Americas,,Northern America,,,,,,--,2023-08-30
P0253,Gas,United States,United States,United States,https://www.gem.wiki/Southern_Star_Central_Gas_Pipeline,Southern Star Central Gas Pipeline,,,operating,Caisse de dépôt et placement du Québec; General Electric Company,General Electric Co [unknown %]; unknown [unknown %],1904,,,,,2400,,MMcf/d,24.53,395337.6,9334,9101.43,9334,,,,Rocky Mountains,,Texas,Americas,,Northern America,,Missouri,Americas,,Northern America,,,,,,--,2023-08-11
P0254,Gas,United States,United States,United States,https://www.gem.wiki/Southern_Trails_Gas_Pipeline,Southern Trails Gas Pipeline,,,operating,Southern Trails Pipeline Company (100%),Southwest Gas Holdings Inc [unknown %],2002,,,,,87,,MMcf/d,0.89,14330.99,651.8,660.94,651.8,16,in,,Farmington,,New Mexico,Americas,,Northern America,,California,Americas,,Northern America,,,,100000000,USD,100000000,2023-07-13
P0255,Gas,United States,United States,United States,https://www.gem.wiki/Spire_STL_Pipeline,Spire STL Pipeline,,,operating,Spire STL Pipeline LLC (100%),Spire Inc [100.00%],2019,,,,,400,,MMcf/d,4.09,65889.6,104.61,99.48,104.61,24,in,,Scott County,,Illinois,Americas,St Louis County,Northern America,,Missouri,Americas,,Northern America,,,,295000000,USD,295000000,2023-08-30
