ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,PipelineName,SegmentName,OtherEnglishNames,Status,Owner,Parent,StartYear1,StartYear2,StartYear3,StopYear,ShelvedYear,Capacity,CancelledYear,CapacityUnits,CapacityBcm/y,CapacityBOEd,LengthKnownKm,LengthEstimateKm,LengthMergedKm,Diameter,DiameterUnits,FuelSource,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,StartSubRegion,EndPrefecture/District,EndState/Province,EndRegion,FIDStatus,EndSubRegion,FIDYear,OtherLanguagePrimaryPipelineName,OtherLanguageSegmentName,Cost,CostUnits,CostUSD,LastUpdated
P0967,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Gresik-PKG_Looping_Gas_Pipeline,Gresik-PKG Looping Gas Pipeline,,,operating,PT Pertamina Gas (100%),PT Perusahaan Gas Negara Tbk [51.00%]; PT Pertamina (Persero) [49.00%]; small shareholder(s) [0.00%],2017,,,,,100,,MMcf/d,1.02,16472.4,4.65,50.17,4.65,12,in,,Gresik,,East Java,Asia,Gresik,South-eastern Asia,,East Java,Asia,,South-eastern Asia,,,,,,--,2023-08-17
P0968,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Gresik-Semarang_Gas_Pipeline,Gresik-Semarang Gas Pipeline,,,operating,PT Pertamina Gas (100%),PT Perusahaan Gas Negara Tbk [51.00%]; PT Pertamina (Persero) [49.00%]; small shareholder(s) [0.00%],2022,,,,,330,,MMcf/d,3.37,54358.92,275,259.69,275,28,in,Jambaran-Tiung Biru field,Gresik,,,Asia,Tambak Lorok,South-eastern Asia,,,Asia,,South-eastern Asia,,,,,,--,2023-08-17
P0969,Gas,Indonesia,Singapore,"Indonesia, Singapore",https://www.gem.wiki/Gresik-Batam-Singapore_Gas_Pipeline,Gresik-Batam-Singapore Gas Pipeline,,,operating,Transgasindo TGI (100%),PT Perusahaan Gas Negara Tbk [59.90%]; Transasia Pipeline Company Pty Ltd [40.00%]; small shareholder(s) [0.10%],2003,,,2023,,465,,MMcf/d,4.75,76596.66,468,437.23,468,28,in,Sumatra Island,,,,Asia,,South-eastern Asia,,,Asia,,South-eastern Asia,,,,,,--,2023-08-17
P0970,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Gresik-Pusri_Gas_Pipeline,Gresik-Pusri Gas Pipeline,,,operating,PT Pertamina Gas (100%),PT Perusahaan Gas Negara Tbk [51.00%]; PT Pertamina (Persero) [49.00%]; small shareholder(s) [0.00%],2019,,,,,160,,MMcf/d,1.64,26355.84,176,119.76,176,20,in,,Gresik,,South Sumatra,Asia,Palembang,South-eastern Asia,,South Sumatra,Asia,,South-eastern Asia,,,,,,--,2023-08-17
P0971,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Kalija_Gas_Pipeline,Kalija Gas Pipeline,,,operating,PT Kalimantan Jawa Gas (100%),PT Permata Graha Nusantara [80.00%]; PT Bakrie & Brothers Tbk [20.00%],2015,,,,,150,,MMcf/d,1.53,24708.6,207,92.32,207,14,in,Kepodang Field,,,,Asia,Semarang,South-eastern Asia,,Central Java,Asia,,South-eastern Asia,,,,,,--,2023-08-17
P0972,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Kalija_II_Gas_Pipeline,Kalija II Gas Pipeline,,,shelved,PT Kalimantan Jawa Gas (100%),PT Permata Graha Nusantara [80.00%]; PT Bakrie & Brothers Tbk [20.00%],,,,,2009,,,,--,--,1200,1024.19,1200,,,,,,East Kalimantan,Asia,,South-eastern Asia,,Central Java,Asia,,South-eastern Asia,,,,,,--,2024-09-25
P0974,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Muara_Karang-Muara_Tawar_Gas_Pipeline,Muara Karang-Muara Tawar Gas Pipeline,,MK-MT Gas Pipeline,operating,Perusahaan Gas Negara (100%),PT Perusahaan Gas Negara Tbk [100.00%],2016,,,,,270,,MMcf/d,2.76,44475.48,30,59.55,30,24,in,,Jakarta,,West Java,Asia,,South-eastern Asia,Bekasi,West Java,Asia,,South-eastern Asia,,,,,,--,2023-08-17
P0975,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Natuna_D_Alpha-Batam-Duri_Gas_Pipeline,Natuna D Alpha-Batam-Duri Gas Pipeline,,,cancelled,Perusahaan Gas Negara (100%); PTT Public Company Limited,PT Perusahaan Gas Negara Tbk [100.00%]; PTT PCL [unknown %],,,,,2012,1000,2014,MMcf/d,10.22,164724,740,538.87,740,,,Natuna D Field,South China Sea,,,Asia,Duri,South-eastern Asia,,Riau,Asia,,South-eastern Asia,,,,,,--,2024-09-25
P0976,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Natuna-West_Kalimantan_Gas_Pipeline,Natuna-West Kalimantan Gas Pipeline,,,proposed,--,unknown [unknown %],,,,,,,,,--,--,687,375.35,687,,,,,Natuna,,Asia,,South-eastern Asia,,West Kalimantan,Asia,,South-eastern Asia,,,,550000000,USD,550000000,2024-09-25
P0977,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Brandan-Wampu_Gas_Pipeline,Brandan-Wampu Gas Pipeline,,,operating,PT Pertamina Gas (100%),PT Perusahaan Gas Negara Tbk [51.00%]; PT Pertamina (Persero) [49.00%]; small shareholder(s) [0.00%],2009,,,,,25,,MMcf/d,0.26,4118.1,52,36.6,52,12,in,Glagah Kambuna Field,Pangkalan Brandan,,North Sumatra,Asia,Wampu Field,South-eastern Asia,,North Sumatra,Asia,,South-eastern Asia,,,,,,--,2023-08-18
P0978,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Point_B-Pupuk_Iskandar_Muda_Gas_Pipeline,Point B-Pupuk Iskandar Muda Gas Pipeline,,Point B-PIM Gas Pipeline,operating,PT Pertamina Gas (100%),PT Perusahaan Gas Negara Tbk [51.00%]; PT Pertamina (Persero) [49.00%]; small shareholder(s) [0.00%],1998,,,,,150,,MMcf/d,1.53,24708.6,6,54.16,6,14,in,,,,Aceh,Asia,,South-eastern Asia,,Aceh,Asia,,South-eastern Asia,,,,,,--,2023-08-18
P0979,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Porong-Grati_Gas_Pipeline,Porong-Grati Gas Pipeline,,,operating,PT Pertamina Gas (100%),PT Perusahaan Gas Negara Tbk [51.00%]; PT Pertamina (Persero) [49.00%]; small shareholder(s) [0.00%],2017,,,,,122,,MMcf/d,1.25,20096.33,56,42.12,56,18,in,,Porong,,East Java,Asia,Grati,South-eastern Asia,,East Java,Asia,,South-eastern Asia,,,,,,--,2023-08-18
P0980,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Pusri-Muntok_Gas_Pipeline,Pusri-Muntok Gas Pipeline,,,shelved,(100%),unknown [unknown %],,,,,,160,,MMcf/d,1.64,26355.84,176,108.32,176,,,,Pelambang,,South Sumatra,Asia,Muntok,South-eastern Asia,,Bangka-Belitan,Asia,,South-eastern Asia,,,,,,--,2024-09-25
P0981,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Ruby_Field_Gas_Pipeline,Ruby Field Gas Pipeline,,,operating,Pearl Oil Sebuku Ltd (70%); TotalEnergies SE (15%); INPEX Corporation (15%),INPEX Corp [15.00%]; TotalEnergies SE [15.00%]; Mubadala Petroleum LLC [unknown %],2013,,,,,100,,MMcf/d,1.02,16472.4,312,164.68,312,,,Ruby Gas Field,Offshore Indonesia,,,Asia,Bontag LNG Facility,South-eastern Asia,,East Kalimantan,Asia,,South-eastern Asia,,,,,,--,2023-08-18
P0982,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/South_Sumatra_West_Java_Gas_Pipeline,South Sumatra West Java Gas Pipeline,,SSWJ I Gas Pipeline,operating,PT Pertamina Gas (100%),PT Perusahaan Gas Negara Tbk [51.00%]; PT Pertamina (Persero) [49.00%]; small shareholder(s) [0.00%],2008,,,,,440,,MMcf/d,4.5,72478.56,377.39,564.26,377.39,"32, 28",in,,Pagardewa,,South Sumatra,Asia,Cilegon,South-eastern Asia,,West Java,Asia,,South-eastern Asia,,,,,,--,2023-08-18
P0983,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/South_Sumatra_West_Java_Phase_II_Gas_Pipeline,South Sumatra West Java Phase II Gas Pipeline,,SSWJ II Gas Pipeline,operating,PT Pertamina Gas (100%),PT Perusahaan Gas Negara Tbk [51.00%]; PT Pertamina (Persero) [49.00%]; small shareholder(s) [0.00%],2008,,,,,530,,MMcf/d,5.42,87303.72,628.21,828.5,628.21,"32, 28",in,,Grissik,,South Sumatra,Asia,Rawa Maju,South-eastern Asia,,West Java,Asia,,South-eastern Asia,,,,,,--,2023-08-18
P0984,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Tanjung_Batu-Muara_Badak_Gas_Pipeline,Tanjung Batu-Muara Badak Gas Pipeline,,PK 52 Gas Pipeline,operating,Perusahaan Listrik Negara (100%),PT PLN (Persero) [100.00%],2021,,,,,80,,MMcf/d,0.82,13177.92,48.3,41.52,48.3,,,,Tanjung Batu,,East Kalimantan,Asia,Muara Badak,South-eastern Asia,,East Kalimantan,Asia,,South-eastern Asia,,,,,,--,2023-08-18
P0985,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Tegalgede-Muara_Tawar_Gas_Pipeline,Tegalgede-Muara Tawar Gas Pipeline,,,shelved,(100%),unknown [unknown %],2021,,,,,,,,--,--,50,34.93,50,,,,Tegalgede,Cikarang,Central Java,Asia,Muara Tawar,South-eastern Asia,,West Java,Asia,,South-eastern Asia,,,,,,--,2024-09-25
P0988,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Trans-Central_Sumatra_Gas_Pipeline,Trans-Central Sumatra Gas Pipeline,,"Gresik-Duri Gas Pipeline, Grissik - Duri Gas Pipeline",operating,Transgasindo TGI (100%),PT Perusahaan Gas Negara Tbk [59.90%]; Transasia Pipeline Company Pty Ltd [40.00%]; small shareholder(s) [0.10%],1998,,,,,427,,MMcf/d,4.36,70337.15,536,497.03,536,28,in,,Gresik,,South Sumatra,Asia,Duri,South-eastern Asia,,South Sumatra,Asia,,South-eastern Asia,,,,,,--,2023-08-17
P0990,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/Wampu-Belawan-Paya_Pasir_Gas_Pipeline,Wampu-Belawan-Paya Pasir Gas Pipeline,,,operating,Perusahaan Gas Negara (100%),PT Perusahaan Gas Negara Tbk [100.00%],2012,,,,,72,,MMcf/d,0.74,11860.13,36.9,42.37,36.9,"16, 6",in,,Wampu,,North Sumatra,Asia,Paya Pasir,South-eastern Asia,North Sumatra,,Asia,,South-eastern Asia,,,,,,--,2023-08-18
P0991,Gas,Indonesia,Indonesia,Indonesia,https://www.gem.wiki/West_Kalimantan-Central_Kalimantan_Gas_Pipeline,West Kalimantan-Central Kalimantan Gas Pipeline,,,proposed,--,unknown [unknown %],,,,,,,,,--,--,1018,637.79,1018,,,,Pontianak,,West Kalimantan,Asia,Palangkaraya,South-eastern Asia,,Central Kalimantan,Asia,,South-eastern Asia,,,,516400000,USD,516400000,2024-09-25
P0992,Gas,Indonesia,Singapore,"Indonesia, Singapore",https://www.gem.wiki/West_Natuna_Transportation_System_Gas_Pipeline,West Natuna Transportation System Gas Pipeline,,WNTS,operating,MedcoEnergi (100%),PT Medco Energi Internasional Tbk [100.00%],2001,,,,,3.4,,bcm/y,3.4,54800.55,640,593.79,640,,,"South Natuna Sea Block B PSC Oil And Gas Fields, Natuna Sea Block A PSC Oil And Gas Fields",,,,Asia,,South-eastern Asia,,,Asia,,South-eastern Asia,,,,,,--,2023-08-21
P0993,Gas,Japan,Japan,Japan,https://www.gem.wiki/Amagasaki%E2%80%93Kumiyama_Gas_Pipeline,Amagasaki-Kumiyama Gas Pipeline,,,proposed,Osaka Gas (100%),Osaka Gas Co Ltd [100.00%],2028,,,,,,,,--,--,47.4,29.81,47.4,600,mm,,Amagasaki,Hyogo,,Asia,Kobe,Eastern Asia,Hyogo,,Asia,,Eastern Asia,,尼崎・久御山ライン,,,,--,2024-07-30
P0994,Gas,Japan,Japan,Japan,https://www.gem.wiki/Chiba_Gas_Pipeline,Chiba Gas Pipeline,,,operating,K&O Energy Group (100%),K&O Energy Group Inc [100.00%],1973,,,,,,,,--,--,33,48.99,33,,,,Sodegaura Valve Station,,,Asia,Edogawa,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-07-30
P0995,Gas,Japan,Japan,Japan,https://www.gem.wiki/Chiba-Kashima_Gas_Pipeline,Chiba-Kashima Gas Pipeline,,,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2012,,,,,,,,--,--,79.3,66.33,79.3,,,,Chiba,Chiba,,Asia,Kamisu,Eastern Asia,Ibaraki Prefecture,,Asia,,Eastern Asia,,,,,,--,2024-07-30
P0996,Gas,Japan,Japan,Japan,https://www.gem.wiki/Chuo_Trunk_Line_Gas_Pipeline,Chuo Trunk Line Gas Pipeline,,Chuo Trunk Line Gas Pipeline Phase one and Phase 2,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2009,2010,,,,,,,--,--,32.8,37.36,32.8,,,,Edogawa,Tokyo,,Asia,Soka,Eastern Asia,Saitama,,Asia,,Eastern Asia,,,,,,--,2024-07-30
P0997,Gas,Japan,Japan,Japan,https://www.gem.wiki/Daini_Chiba_Gas_Pipeline,Daini Chiba Gas Pipeline,,Second Chiba Gas Pipeline,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2000,,,,,,,,--,--,30,50.08,30,600,mm,,Sodegaura LNG Terminal,Chiba,,Asia,Oyumi ,Eastern Asia,Chiba,,Asia,,Eastern Asia,,,,,,--,2024-07-30
P0998,Gas,Japan,Japan,Japan,https://www.gem.wiki/Echigo_Gas_Pipeline,Echigo Gas Pipeline,,,operating,INPEX Corporation (100%),INPEX Corp [100.00%],,,,,,,,,--,--,--,--,--,,,,,,,Asia,,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-07-30
P0999,Gas,Japan,Japan,Japan,https://www.gem.wiki/Fukuhoku_Gas_Pipeline,Fukuhoku Gas Pipeline,,,operating,Saibu Gas (100%),Saibu Gas Holdings Co Ltd [unknown %],1999,2010,,,,,,,--,--,75,55.91,75,,,,Hibikimachi,Wakamatsu-ku,Kitakyushu-shi,Asia,Higashihama,Eastern Asia,Higashi-ku,Fukuoka-shi,Asia,,Eastern Asia,,福北,,,,--,2024-07-30
P1000,Gas,Japan,Japan,Japan,https://www.gem.wiki/Fukunan_Gas_Pipeline,Fukunan Gas Pipeline,,,cancelled,Saibu Gas (100%),Saibu Gas Holdings Co Ltd [unknown %],2002,,,,,,,,--,--,90,896.09,90,,,,Fukukita Plant (福北工場),Fukuoka,,Asia,Omuta Governor Station,Eastern Asia,Fukuoka,,Asia,,Eastern Asia,,,,,,--,2024-07-30
P1001,Gas,Japan,Japan,Japan,https://www.gem.wiki/Gunma_Trunk_Line_Gas_Pipeline,Gunma Trunk Line Gas Pipeline,,,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2010,,,,,,,,--,--,15,10.63,15,500,mm,,Annaka,Gunma,,Asia,Takasaki,Eastern Asia,Gunma,,Asia,,Eastern Asia,,,,,,--,2024-07-31
P1002,Gas,Japan,Japan,Japan,https://www.gem.wiki/Himeji_Gas_Pipeline,Himeji Gas Pipeline,,,operating,Osaka Gas (100%),Osaka Gas Co Ltd [100.00%],2020,,,,,,,,--,--,4,3.79,4,600,mm,,Himeji,Hyogo,Kansai,Asia,Himeji,Eastern Asia,Hyogo,Kansai,Asia,,Eastern Asia,,,,,,--,2024-08-08
P1003,Gas,Japan,Japan,Japan,https://www.gem.wiki/Himeji-Okayama_Gas_Pipeline,Himeji-Okayama Gas Pipeline,,,operating,Osaka Gas (100%),Osaka Gas Co Ltd [100.00%],2014,,,,,,,,--,--,85,94.58,85,600,mm,,Himeji,Hyogo,Kansai,Asia,Okayama,Eastern Asia,Okayama,Hyogo,Asia,,Eastern Asia,,,,,,--,2024-08-07
P1004,Gas,Japan,Japan,Japan,https://www.gem.wiki/Ibaraki_Main_Gas_Pipeline,Ibaraki Main Gas Pipeline,,Hitachi–Kamisu Gas Pipeline,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2021,,,,,,,,--,--,92,81.64,92,600,mm,,Hitachi LNG terminal,Ibaraki,,Asia,Kamisu,Eastern Asia,Ibaraki Prefecture,,Asia,,Eastern Asia,,,,,,--,2024-07-31
P1005,Gas,Japan,Japan,Japan,https://www.gem.wiki/Ibaraki-Tochigi_Gas_Pipeline,Ibaraki-Tochigi Gas Pipeline,,,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2016,,,,,,,,--,--,81.3,71.59,81.3,600,mm,,Hitachi,Ibaraki,,Asia,Moka,Eastern Asia,Tochigi,,Asia,,Eastern Asia,,,,,,--,2024-07-31
P1006,Gas,Japan,Japan,Japan,https://www.gem.wiki/Iruma_Gas_Pipeline,Iruma Gas Pipeline,,,operating,INPEX Corporation (100%),INPEX Corp [100.00%],2005,,,,,,,,--,--,48,39.15,48,300,mm,,Konosu-shi,Saitama,,Asia,Ome-shi,Eastern Asia,Tokyo,,Asia,,Eastern Asia,,,,,,--,2024-08-12
P1007,Gas,Japan,Japan,Japan,https://www.gem.wiki/Ise_Bay_Gas_Pipeline,Ise Bay Gas Pipeline,,,operating,Toho Gas (100%),Toho Gas Co Ltd [100.00%],2013,,,,,,,,--,--,19.6,5.31,19.6,"600, 700",mm,,Chubu Electric Kawagoe Thermal Power Plant,Kawagoe,Mie,Asia,Chita LNG Terminal,Eastern Asia,,Chūbu,Asia,,Eastern Asia,,,,,,--,2024-08-14
P1012,Gas,Japan,Japan,Japan,https://www.gem.wiki/Joso_Gas_Pipeline,Joso Gas Pipeline,,,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],1988,,,,,,,,--,--,26,24.39,26,"300, 400",mm,,,Chiba,,Asia,Ibaraki,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-07-31
P1013,Gas,Japan,Japan,Japan,https://www.gem.wiki/Keihin_Gas_Pipeline,Keihin Gas Pipeline,,,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],1999,,,,,,,,--,--,40.4,29.67,40.4,"300, 750",mm,,Negishi Plant (根岸工場) Valve Station,,,Asia,Oi (大井) Governor Station,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-07-31
P1014,Gas,Japan,Japan,Japan,https://www.gem.wiki/Keiji_Gas_Pipeline,Keiji Gas Pipeline,,,operating,Osaka Gas (100%),Osaka Gas Co Ltd [100.00%],2003,,,,,,,,--,--,46,17.38,46,750,mm,,Fushimi Governor Station,,,Asia,Kusatsu Governor Station,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-08-08
P1015,Gas,Japan,Japan,Japan,https://www.gem.wiki/Kinki_Trunk_Line_Bay_Line,Kinki Trunk Line Bay Line,,"Bay Coastal Line, Kinki Main Kaigan Line",operating,Osaka Gas (100%),Osaka Gas Co Ltd [100.00%],2000,,,,,,,,--,--,21,13.21,21,750,mm,,Sakai,Kansai,Osaka,Asia,,Eastern Asia,Torishima,Hachijō,Asia,,Eastern Asia,,,,,,--,2024-08-07
P1016,Gas,Japan,Japan,Japan,https://www.gem.wiki/Kinki_Trunk_Line_No._1_East_Line,Kinki Trunk Line No. 1 East Line,,"No.1 Tobu [Eastern] Line (North bound), Kinki Trunk Line No. 1 East Line (north), Kinki Trunk Line No. 1 East Line (South)",operating,Osaka Gas (100%),Osaka Gas Co Ltd [100.00%],1972,1976,,,,,,,--,--,109,28.34,109,600,mm,,Senboku,,Osaka,Asia,,Eastern Asia,Hirakata,Osaka,Asia,,Eastern Asia,,,,,,--,2024-08-08
P1017,Gas,Japan,Japan,Japan,https://www.gem.wiki/Kinki_Trunk_Line_No._1_West_Line,Kinki Trunk Line No. 1 West Line,,,retired,Osaka Gas (100%),Osaka Gas Co Ltd [100.00%],1970,,,,,,,,--,--,--,--,--,,,,,,,Asia,,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-08-09
P1018,Gas,Japan,Japan,Japan,https://www.gem.wiki/Kinki_Trunk_Line_No._2_East_Line,Kinki Trunk Line No. 2 East Line,,No.1 Tobu [Eastern] Line,operating,Osaka Gas (100%),Osaka Gas Co Ltd [100.00%],1978,,,,,,,,--,--,92,81.93,92,600,mm,,,,,Asia,,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-08-08
P1019,Gas,Japan,Japan,Japan,https://www.gem.wiki/Kinki_Trunk_Line_No._2_West_Line,Kinki Trunk Line No. 2 West Line,,No.2 Seibu [Western] Line,operating,Osaka Gas (100%),Osaka Gas Co Ltd [100.00%],1989,,,,,,,,--,--,158,103.79,158,600,mm,,Fushimi (伏見 ) GS,,,Asia,,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-08-08
P1020,Gas,Japan,Japan,Japan,https://www.gem.wiki/Kinki_Trunk_Line_No._3_West_Line,Kinki Trunk Line No. 3 West Line,,No.3 Seibu [Western] Line,operating,Osaka Gas (100%),Osaka Gas Co Ltd [100.00%],1994,,,,,,,,--,--,73,58.73,73,600,mm,,姫路製造所,,,Asia,Fushimi (伏見 ) GS,Eastern Asia,,,Asia,,Eastern Asia,,,,,,--,2024-08-08
P1021,Gas,Japan,Japan,Japan,https://www.gem.wiki/Kisarazu_Rinkai_2_Gas_Pipeline,Kisarazu Rinkai Gas Pipeline,2,,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2015,,,,,,,,--,--,8.6,17.57,8.6,300,mm,,Kisarazu,Chiba,,Asia,Kimitsu,Eastern Asia,Chiba Prefecture,,Asia,,Eastern Asia,,,,,,--,2024-08-06
P1022,Gas,Japan,Japan,Japan,https://www.gem.wiki/Kisarazu_Rinkai_Gas_Pipeline,Kisarazu Rinkai Gas Pipeline,1,,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2008,,,,,,,,--,--,8,9.22,8,300,mm,,Sodeguara,Chiba,,Asia,Kisarazu,Eastern Asia,Chiba Prefecture,,Asia,,Eastern Asia,,,,,,--,2024-08-06
P1023,Gas,Japan,Japan,Japan,https://www.gem.wiki/Kofu_Gas_Pipeline,Kofu Gas Pipeline,,,operating,INPEX Corporation (100%),INPEX Corp [100.00%],2003,,,,,,,,--,--,72,60.66,72,400,mm,,Chino-shi,Nagano,,Asia,Shōwa,Eastern Asia,Yamanashi,,Asia,,Eastern Asia,,,,,,--,2024-08-13
P1024,Gas,Japan,Japan,Japan,https://www.gem.wiki/Koga-Moka_Gas_Pipeline,Koga-Moka Gas Pipeline,,Furukawa-Moka Main Line,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2017,,,,,,,,--,--,50,43.78,50,600,mm,,Koga,Ibaraki,,Asia,Moka,Eastern Asia,Tochigi,,Asia,,Eastern Asia,,,,,,--,2024-08-06
P1025,Gas,Japan,Japan,Japan,https://www.gem.wiki/Koriyama_North_Gas_Pipeline,Koriyama North Gas Pipeline,,,operating,JAPEX (100%),Japan Petroleum Exploration Co [100.00%],2015,,,,,,,,--,--,12,12.59,12,150,mm,,Motomiya,Fukushima,,Asia,Koriyama,Eastern Asia,Fukushima,,Asia,,Eastern Asia,,,,,,--,2024-08-16
P1026,Gas,Japan,Japan,Japan,https://www.gem.wiki/Kumagaya-Sano_Gas_Pipeline,Kumagaya-Sano Gas Pipeline,,,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],2004,,,,,,,,--,--,41.7,29.57,41.7,400,mm,,Kumagaya,Saitama,,Asia,Sano,Eastern Asia,Tochigi,,Asia,,Eastern Asia,,,,,,--,2024-08-06
P1027,Gas,Japan,Japan,Japan,https://www.gem.wiki/Kurume_Gas_Pipeline,Kurume Gas Pipeline,,,operating,Saibu Gas (100%),Saibu Gas Holdings Co Ltd [unknown %],1996,,,,,,,,--,--,1.74,1.46,1.74,,,,Higashihama,Higashi-ku,Fukuoka-sh,Asia,Katakasu,Eastern Asia,Hakata-ku,Fukuoka-sh,Asia,,Eastern Asia,,,,,,--,2024-07-31
P1028,Gas,Japan,Japan,Japan,https://www.gem.wiki/Matsumoto_Gas_Pipeline,Matsumoto Gas Pipeline,,,operating,INPEX Corporation (100%),INPEX Corp [100.00%],2002,,,,,,,,--,--,102,32.68,102,"300, 400",mm,,Chino City,,,Asia,Matsumoto,Eastern Asia,Nagano,,Asia,,Eastern Asia,,,,,,--,2024-08-13
P1029,Gas,Japan,Japan,Japan,https://www.gem.wiki/Mie-Shiga_Gas_Pipeline,Mie-Shiga Gas Pipeline,,,operating,Osaka Gas (100%); Chubu Electric Power,Osaka Gas Co Ltd [100.00%]; Chubu Electric Power Co Inc [unknown %],2014,,,,,,,,--,--,60,41.54,60,600,mm,,Yokkaichi,Mie,,Asia,Taga,Eastern Asia,Shiga,,Asia,,Eastern Asia,,,,,,--,2024-08-09
P1030,Gas,Japan,Japan,Japan,https://www.gem.wiki/Minamifuji_Gas_Pipeline,Minamifuji Gas Pipeline,,Minami Fuji Main Line,operating,Shizuoka Gas (33.33%); INPEX Corporation (33.33%); Tokyo Gas (33.33%),INPEX Corp [33.33%]; Shizuoka Gas Co Ltd [33.33%]; Tokyo Gas Co Ltd [33.33%],2006,,,,,,,,--,--,31,28.75,31,500,mm,,Fuji,Shizuoka Prefecture,,Asia,Gotemba,Eastern Asia,Shizuoka,,Asia,,Eastern Asia,,,,,,--,2024-08-13
P1031,Gas,Japan,Japan,Japan,https://www.gem.wiki/Nagasaki_Gas_Pipeline,Nagasaki Gas Pipeline,,,operating,Saibu Gas (100%),Saibu Gas Holdings Co Ltd [unknown %],2002,,,,,,,,--,--,11.6,6.03,11.6,400,mm,,Oe Town,Nagasaki,,Asia,Miharacho,Eastern Asia,Nagasaki,,Asia,,Eastern Asia,,,,,,--,2024-08-01
P1032,Gas,Japan,Japan,Japan,https://www.gem.wiki/Nanohana_Gas_Pipeline,Nanohana Gas Pipeline,,,operating,Nanohana Pipeline Company (100%),Keiyo Gas Co Ltd [unknown %]; Otaki Gas Co Ltd [unknown %],2022,,,,,,,,--,--,31,23.07,31,,,Futtsu LNG Terminal,Futtsu,Chiba,,Asia,Ichihara,Eastern Asia,Chiba,,Asia,,Eastern Asia,,,,20000000000,YEN,176000000,2024-08-14
P1033,Gas,Japan,Japan,Japan,https://www.gem.wiki/Naoetsu_Gas_Pipeline,Naoetsu Gas Pipeline,,,operating,INPEX Corporation (100%),INPEX Corp [100.00%],2013,,,,,,,,--,--,9,7.05,9,600,mm,,Yachiho,Niigata Prefecture,,Asia,Tomioka,Eastern Asia,Niigata Prefecture,,Asia,,Eastern Asia,,,,,,--,2024-08-12
P1034,Gas,Japan,Japan,Japan,https://www.gem.wiki/Niigata-Sendai_Gas_Pipeline,Niigata-Sendai Gas Pipeline,,,operating,JAPEX (100%),Japan Petroleum Exploration Co [100.00%],1996,,,,,1.64,,bcm/y,1.64,26433.21,261,144.75,261,"350, 500",mm,,Seiro,Niigata Prefecture,,Asia,Sendai,Eastern Asia,Miyagi,,Asia,,Eastern Asia,,,,,,--,2024-08-16
P1036,Gas,Japan,Japan,Japan,https://www.gem.wiki/Northern_Saitama_Gas_Pipeline,Northern Saitama Gas Pipeline,,Saitama Trunk Line,operating,Tokyo Gas (100%),Tokyo Gas Co Ltd [100.00%],1974,,,,,,,,--,--,38,35.02,38,600,mm,,Kawagachi,Saitama,,Asia,Kumagaya,Eastern Asia,Saitama,,Asia,,Eastern Asia,,,,,,--,2024-08-06
