TerminalID,ProjectID,ComboID,Wiki,TerminalName,UnitName,FacilityType,Status,Country,OtherLanguageName,OtherEnglishNames,Owner,Parent,ParentHQCountry,Capacity,CapacityUnits,CapacityInMtpa,CapacityInBcm/y,ProposalYear,ProposalMonth,ConstructionYear,ConstructionMonth,StartYear1,StartMonth1,StartYear2,StartYear3,DelayedStartYear,DelayedStartMonth,Delayed,DelayType,StartYearEarliest,ShelvedYear,CancelledYear,ShelvedCancelledStatusType,StopYear,Location,Region,SubRegion,Prefecture/District,State/Province,Latitude,Longitude,Accuracy,PowerPlantsSupplied,Cost,CostUnits,CostUSD,FIDStatus,FIDYear,Floating,FloatingVesselName,TempFacility,ImportExportOnly,LH2,NH3,E-methane,CCS,LastUpdated
T0839,0,T083900,https://www.gem.wiki/Keyspan_LNG_Terminal,Keyspan LNG Terminal,,Import,Cancelled,United States,,,National Grid [100.00%],National Grid [100.00%],United Kingdom,4,mtpa,4,5.44,,,,,,,,,,,,,--,,2007,,,Providence,Americas,Northern America,,Rhode Island,41.823611,-71.422222,approximate,,,,--,,,,,,,,,,,2024/7/8
T0840,0,T084000,https://www.gem.wiki/Compass_Port_LNG_Terminal,Compass Port LNG Terminal,,Import,Cancelled,United States,,,ConocoPhillips [100.00%],ConocoPhillips [100.00%],United States,8,mtpa,8,10.88,,,,,,,,,,,,,--,,2006,,,Dauphin Island,Americas,Northern America,,Alabama,30.256389,-88.125278,approximate,,,,--,,,yes,,,,,,,,2024/7/8
T0842,0,T084200,https://www.gem.wiki/Battery_Rock_LNG_Terminal,Battery Rock LNG Terminal,,Import,Cancelled,United States,,,AES Corporation [100.00%],AES Corporation [100.00%],United States,6.4,mtpa,6.4,8.7,,,,,,,,,,,,,--,,2007,,,Outer Brewster Island,Americas,Northern America,,Massachusetts,42.341781,-70.877681,approximate,,,,--,,,,,,,,,,,2024/7/8
T0843,0,T084300,https://www.gem.wiki/Vista_Del_Sol_LNG_Terminal,Vista Del Sol LNG Terminal,,Import,Cancelled,United States,,,4Gas [100.00%],4Gas [100.00%],Netherlands,8,mtpa,8,10.88,,,,,,,,,,,,,--,,2010,,,Ingleside,Americas,Northern America,,Texas,27.874167,-97.208333,approximate,,,,--,,,,,,,,,,,2024/7/8
T0844,0,T084400,https://www.gem.wiki/Beacon_Port_LNG_Terminal,Beacon Port LNG Terminal,,Import,Cancelled,United States,,,ConocoPhillips [100.00%],ConocoPhillips [100.00%],United States,11.5,mtpa,11.5,15.64,,,,,,,,,,,,,--,,2006,,,Johnson's Bayou,Americas,Northern America,,Louisiana,29.763056,-93.698611,approximate,,,,--,,,,,,,,,,,2024/7/8
T0845,0,T084500,https://www.gem.wiki/Casotte_Landing_LNG_Terminal,Casotte Landing LNG Terminal,,Import,Cancelled,United States,,,Chevron [100.00%],Chevron [100.00%],United States,10,mtpa,10,13.6,,,,,,,,,,,,,--,,2009,,,,Americas,Northern America,Jackson County,Mississippi,30.46,-88.62,approximate,,,,--,,,,,,,,,,,2024/7/8
T0846,0,T084600,https://www.gem.wiki/Bay_Crossing_LNG_Terminal,Bay Crossing LNG Terminal,,Import,Cancelled,United States,,,BP [100.00%],BP [100.00%],United Kingdom,9.6,mtpa,9.6,13.06,,,,,,,,,,,,,--,2006,2008,Presumed,,Galveston,Americas,Northern America,,Texas,29.281111,-94.825833,approximate,,,,--,,,,,,,,,,,2024/7/8
T0847,0,T084700,https://www.gem.wiki/Oxnard_LNG_Terminal,Oxnard LNG Terminal,,Import,Cancelled,United States,,,Clearwater Port LNG [100.00%],BHP Group Limited [100.00%],Australia,11.5,mtpa,11.5,15.64,,,,,,,,,,,,,--,,2010,,,Oxnard,Americas,Northern America,Ventura County,California,34.191389,-119.1825,approximate,,,,--,,,,,,,,,,,2024/7/8
T0848,0,T084800,https://www.gem.wiki/Port_Esperanza_FSRU,Port Esperanza FSRU,,Import,Cancelled,United States,,,Esperanza Energy LLC [100.00%],Tidelands Oil & Gas Corp [100.00%],United States,,,--,--,,,,,,,,,,,,,--,2009,2011,Presumed,,Long Beach,Americas,Northern America,,California,33.754185,-118.216458,approximate,,,,--,,,yes,,,,,,,,2024/7/8
T0849,1,T084901,https://www.gem.wiki/South_Texas_LNG_Terminal,South Texas LNG Terminal,T1,Export,Cancelled,United States,,,Pangea LNG [100.00%],Pangea LNG [100.00%],Netherlands,4,mtpa,4,5.44,,,,,,,,,,,,,--,,2015,,,Port of Corpus Christi,Americas,Northern America,,Texas,27.812778,-97.407222,approximate,,,,--,Pre-FID,,,,,,,,,,2024/7/8
T0849,2,T084902,https://www.gem.wiki/South_Texas_LNG_Terminal,South Texas LNG Terminal,T2,Export,Cancelled,United States,,,Pangea LNG [100.00%],Pangea LNG [100.00%],Netherlands,4,mtpa,4,5.44,,,,,,,,,,,,,--,,2015,,,Port of Corpus Christi,Americas,Northern America,,Texas,27.812778,-97.407222,approximate,,,,--,Pre-FID,,,,,,,,,,2024/7/8
T0850,0,T085000,https://www.gem.wiki/Wakayama_LNG_Terminal,Wakayama LNG Terminal,,Import,Cancelled,Japan,,,Kansai Electric Power [100.00%],Kansai Electric Power [100.00%],Japan,3.5,bcm/y,2.57,3.5,,,,,2023,,,,,,,,2023,,2022,Presumed,,Wakayama,Asia,Eastern Asia,Wakayama,Kansai,34.233333,135.166667,approximate,,,,--,,,,,,,,,,,2024/9/4
T0851,1,T085101,https://www.gem.wiki/Port_Lavaca_FLNG_Terminal,Port Lavaca FLNG Terminal,,Export,Cancelled,United States,,ELS FLNG,Excelerate Energy [100.00%],Excelerate Energy [100.00%],United States,10,mtpa,10,13.6,,,,,,,,,,,,,--,,2015,Confirmed,,Port Lavaca,Americas,Northern America,,Texas,28.615556,-96.629722,approximate,,,,--,,,yes,,,,,,,,2024/7/8
T0852,0,T085200,https://www.gem.wiki/Krishnapatnam_FSRU,Krishnapatnam FSRU,,Import,Cancelled,India,,,Bharat Gas Resources Ltd  [74.00%]; Petronet LNG [26.00%],Bharat Petroleum Corp Ltd [74.00%]; Petronet LNG [26.00%],India; India,1,mtpa,1,1.36,,,,,2022,,,,,,,,2022,2022,,Presumed,,Krishnapatnam Port,Asia,Southern Asia,,,14.253863,80.115081,approximate,,223000000,USD,223000000,,,yes,,,,,,,,2024/6/17
T0853,1,T085301,https://www.gem.wiki/Gibbstown_Deepwater_Port_LNG_Terminal,Gibbstown Deepwater Port LNG Terminal,,Export,Proposed,United States,,"Gibbstown LNG Terminal, Repauno Works LNG Terminal",Delaware River Partners LLC [100.00%],Fortress Transportation and Infrastructure Investors LLC [100.00%],United States,1.5,mtpa,1.5,2.04,2019,,,,,,,,,,,,--,,,,,Greenwich Township,Americas,Northern America,,New Jersey,39.841886,-75.299108,exact,,450000000,USD,450000000,,,,,,yes,,,,,2024/7/8
T0854,1,T085401,https://www.gem.wiki/Telfers_FSRU,Telfers FSRU,,Import,Cancelled,Panama,FSRU de Telfers,,LNG Group Panama [100.00%],LNG Group Panama [100.00%],Panama,,,--,--,,,,,,,,,,,,,--,,,Presumed,,Colon,Americas,Latin America and the Caribbean,,Colon,9.357222,-79.898611,approximate,,,,--,,,yes,,,,,,,,2024/9/13
T0855,0,T085500,https://www.gem.wiki/Predator_FSRU,Predator FSRU,,Import,Shelved,Ireland,,Mag Mell FSRU,Predator Oil & Gas [100.00%],Predator Oil & Gas [100.00%],United Kingdom,2.6,bcm/y,1.91,2.6,2020,9,,,2024,,,,,,,,2024,2024,,Presumed,,,Europe,Northern Europe,,,51.264274,-8.045619,approximate,,,,--,Pre-FID,,yes,,,,,,,,2024/7/24
T0856,0,T085600,https://www.gem.wiki/Puerto_de_la_Luz_LNG_Terminal,Puerto de la Luz LNG Terminal,,Import,Shelved,Canary Islands,,,Totisa Holdings [100.00%],Totisa Holdings [100.00%],Spain,,,--,--,2018,7,,,2023,,,,,,,,2023,2022,,,,Las Palmas,Africa,Northern Africa,Gran Canaria,Canarias,28.139483,-15.423414,approximate,,90000000,EUR,98100000,Pre-FID,,,,,,,,,,2023/9/11
T0857,0,T085700,https://www.gem.wiki/Jinzhou_FLNG_Terminal,Jinzhou FLNG Terminal,,Import,Cancelled,China,锦州LNG接收站,,"Dongfang Group [unknown %]; Jinzhou Port Co., Ltd [unknown %]; Trafigura [unknown %]; United Energy Group [unknown %]","Dongfang Group [unknown %]; Jinzhou Port Co., Ltd [unknown %]; Trafigura [unknown %]; United Energy Group [unknown %]",China; China; Singapore; China,2.8,mtpa,2.8,3.81,,,,,,,,,,,,,--,,,,,Jinzhou Port,Asia,Eastern Asia,Jinzhou,Liaoning,40.79672,121.074382,approximate,,,,--,,,yes,,,,,,,,2024/1/30
T0859,0,T085900,https://www.gem.wiki/Tianjin_LNG_Terminal_(Beijing_Gas_Group),Tianjin LNG Terminal (Beijing Gas Group),Phase 1,Import,Operating,China,北京燃气天津LNG接收站,,Beijing Gas Group (Tianjin) LNG Co Ltd [100.00%],Beijing Gas Group (Tianjin) LNG Co Ltd [100.00%],China,5,mtpa,5,6.8,,,2019,,2023,,,,,,,,2023,,,,,Nangang,Asia,Eastern Asia,Binhai,Tianjin,38.738256,117.714095,exact,,,,--,,,,,,,,,,,2024/2/2
T0859,1,T085901,https://www.gem.wiki/Tianjin_LNG_Terminal_(Beijing_Gas_Group),Tianjin LNG Terminal (Beijing Gas Group),Phase 2,Import,Construction,China,北京燃气天津LNG接收站,,Beijing Gas Group (Tianjin) LNG Co Ltd [100.00%],Beijing Gas Group (Tianjin) LNG Co Ltd [100.00%],China,0,mtpa,0,0,,,2022,4,2023,,,,,,,,2023,,,,,Nangang,Asia,Eastern Asia,Binhai,Tianjin,38.738256,117.714095,exact,,,,--,,,,,,,,,,,2024/2/2
T0859,2,T085902,https://www.gem.wiki/Tianjin_LNG_Terminal_(Beijing_Gas_Group),Tianjin LNG Terminal (Beijing Gas Group),Phase 3,Import,Construction,China,北京燃气天津LNG接收站,,Beijing Gas Group (Tianjin) LNG Co Ltd [100.00%],Beijing Gas Group (Tianjin) LNG Co Ltd [100.00%],China,0,mtpa,0,0,,,2022,4,2024,,,,,,,,2024,,,,,Nangang,Asia,Eastern Asia,Binhai,Tianjin,38.738256,117.714095,exact,,,,--,,,,,,,,,,,2024/2/2
T0860,0,T086000,https://www.gem.wiki/Equus_FLNG_Terminal,Equus FLNG Terminal,,Export,Cancelled,Australia,,,Western Gas [100.00%],Western Gas [100.00%],Australia,2,mtpa,2,2.72,2018,,,,2024,,,,,,yes,Confirmed,2024,2022,,Presumed,,Onslow,Oceania,Australia and New Zealand,Pilbara,Western Australia,-21.633333,115.116667,approximate,,3500000000,USD,3500000000,Pre-FID,,yes,,,,,,,,2024/5/20
T0862,0,T086200,https://www.gem.wiki/Payra_FSRU,Payra FSRU,,Import,Proposed,Bangladesh,,,Excelerate Energy [100.00%],Excelerate Energy [100.00%],United States,3.75,mtpa,3.75,5.1,2017,12,,,2025,,2028,,,,,,2025,2022,,Confirmed,,Payra Sea Port,Asia,Southern Asia,Kalapara,Patuakhali,21.988808,90.280506,approximate,,,,--,,,yes,,,,,,,,2024/6/5
T0863,0,T086300,https://www.gem.wiki/Aceh-Nias_LNG_Terminal,Aceh-Nias LNG Terminal,,Import,Cancelled,Indonesia,,,PT Perusahaan Gas Negara [100.00%],PT Perusahaan Gas Negara [100.00%],Indonesia,,,--,--,,,,,,,,,,,,,--,2022,2024,Presumed,Presumed,Aceh,Asia,South-eastern Asia,,,5.5648441,95.2938741,approximate,,,,--,,,,,,,,,,,2024/7/12
T0865,0,T086500,https://www.gem.wiki/Batam_LNG_Terminal,Batam LNG Terminal,,Import,Cancelled,Indonesia,,,JFE Engineering [unknown %]; MedcoEnergi [unknown %],JFE Engineering [unknown %]; MedcoEnergi [unknown %],Japan; Indonesia,1,mtpa,1,1.36,,,,,2022,,,,,,,,2022,2020,2022,Presumed,,Batam,Asia,South-eastern Asia,,,1.167769,103.99339,approximate,,,,--,,,,,,,,,,,2024/7/12
T0869,0,T086900,https://www.gem.wiki/Amurang_FSRU,Amurang FSRU,,Import,Mothballed,Indonesia,,Hua Xiang-Zaynep Sultan LNG Terminal,Karpowership [100.00%],Karadeniz Holdings [100.00%],Türkiye,0.1,mtpa,0.1,0.14,,,2017,,2020,,,,,,,,2020,,,,2024,"Amurang, Sulawesi",Asia,South-eastern Asia,,,1.192442,124.555669,approximate,,,,--,,,yes,,,,,,,,2024/7/11
T0870,0,T087000,https://www.gem.wiki/Australasia_Probolinggo_FSRU,Australasia Probolinggo FSRU,,Import,Cancelled,Indonesia,,East Java FSRU Terminal,PT Australasia LNG Indonesia [100.00%],PT Australasia LNG Indonesia [100.00%],Indonesia,3,mtpa,3,4.08,,,,,,,,,,,,,--,,2021,Presumed,,East Java,Asia,South-eastern Asia,,,-7.196308,112.73391,approximate,,,,--,,,yes,,,,,,,,2024/7/12
T0871,0,T087100,https://www.gem.wiki/Sorong-Manokwari-Nabira-Biak-Jayapura_LNG_Terminal,Sorong LNG Terminal,,Import,Cancelled,Indonesia,,,Pertamina [100.00%],Pertamina [100.00%],Indonesia,,,--,--,,,,,,,,,,,,,--,,2021,Presumed,,East Indonesia,Asia,South-eastern Asia,,,-2.535173,140.718594,approximate,,,,--,,,,,,,,,,,2024/7/12
T0874,0,T087400,https://www.gem.wiki/Choguko_Electric_LNG_Terminal,Choguko Electric LNG Terminal,,Import,Operating,Japan,,,Chugoku Electric Power [100.00%],Chugoku Electric Power [100.00%],Japan,4.3,mtpa,4.3,5.85,,,,,2006,,,,,,,,2006,,,,,Tobata,Asia,Eastern Asia,,,33.89299,130.886081,approximate,,,,--,,,,,,,,,,,2023/8/29
T0875,0,T087500,https://www.gem.wiki/Sendai_LNG_Terminal,Sendai LNG Terminal,,Import,Operating,Japan,,,City of Sendai Gas Bureau [100.00%],City of Sendai Gas Bureau [100.00%],Japan,0.8,mtpa,0.8,1.09,,,,,2013,,,,,,,,2013,,,,,Sendai,Asia,Eastern Asia,,,38.273591,141.005623,approximate,,,,--,,,,,,,,,,,2023/8/29
T0876,0,T087600,https://www.gem.wiki/Toyama_Shinko_LNG_Terminal,Toyama Shinko LNG Terminal,,Import,Operating,Japan,,,Hokuriku Electric [100.00%],Hokuriku Electric [100.00%],Japan,1.8,mtpa,1.8,2.45,,,,,2018,,,,,,,,2018,,,,,Toyama,Asia,Eastern Asia,,,36.757158,137.22246,approximate,,,,--,,,,,,,,,,,2024/8/26
T0878,0,T087800,https://www.gem.wiki/Ahlone_LNG_Terminal,Ahlone LNG Terminal,,Import,Cancelled,Myanmar,,Yangon LNG Terminal,TTCL [100.00%],TTCL [100.00%],Thailand,,,--,--,,,,,2024,,,,,,yes,Confirmed,2024,2022,2024,Presumed,,Dala,Asia,South-eastern Asia,,Yangon,16.789024,96.120054,approximate,Ahlone CCPP,,,--,,,,,,,,,,,2024/7/12
T0880,0,T088000,https://www.gem.wiki/Mee_Laung_Gyaing_FSRU,Mee Laung Gyaing FSRU,,Import,Shelved,Myanmar,,Mee Lin Laung LNG Terminal,Supreme Trading Co Ltd [unknown %]; Zhefu Holding Group Co Ltd [unknown %],Supreme Group [unknown %]; ZHEFU Hydropower [unknown %],Myanmar; China,,,--,--,2020,,,,2023,,,,,,yes,Presumed,2023,2022,,Presumed,,Mata,Asia,South-eastern Asia,,Ayeyawady,17.254775,94.4965,approximate,,,,--,,,yes,,,,,,,,2024/7/12
T0882,0,T088200,https://www.gem.wiki/MCV_LNG_Terminal,MCV LNG Terminal,,Import,Mothballed,Myanmar,,Thilawa LNG,CNTIC VPower [56.00%]; Myanmar Business Consultant Group Limited [unknown %],CNTIC [unknown %]; Myanmar Business Consultant Group Limited [unknown %]; VPower Group [unknown %],China; Myanmar; Hong Kong,0.4,mtpa,0.4,0.54,2020,7,,,2020,,,,,,,,2020,,,,2021,Thaketa,Asia,South-eastern Asia,,,16.788223,96.218176,approximate,,,,--,,,,,,,,,,,2024/7/12
T0884,0,T088400,https://www.gem.wiki/Energas_FSRU,Energas FSRU,,Import,Proposed,Pakistan,,Energas LNG Terminal,Energas Terminal Pvt Ltd [100.00%],Qasim Terminal Holding Co [49.00%]; Halmore Power [unknown %]; Lucky Group [unknown %]; Sapphire Group [unknown %],Qatar; Pakistan; Pakistan; Pakistan,0.75,bcf/d,5.7,7.75,,,,,2022,,,,,,yes,Confirmed,2022,,,,,Port Qasim,Asia,Southern Asia,Karachi,Sindh,24.769704,67.334731,approximate,,150000000,USD,150000000,Pre-FID,,yes,,,,,,,,2024/6/26
T0886,0,T088600,https://www.gem.wiki/GasPort_FSRU_2,GasPort FSRU 2,,Import,Proposed,Pakistan,,,Pakistan GasPort Consortium Limited [100.00%],Pakistan Gasport Limited [100.00%],Pakistan,0.09,bcf/d,0.68,0.93,,,,,2021,,,,,,,,2021,2022,,Presumed,,,Asia,Southern Asia,,,24.769704,67.334731,approximate,,,,--,,,yes,,,,,,,,2024/6/25
T0887,1,T088701,https://www.gem.wiki/Tabeer_LNG_Terminal,Tabeer LNG Terminal,Phase 1,Import,Proposed,Pakistan,,,Tabeer Energy (Pvt) Ltd [unknown %]; Tabeer Energy Marketing (Pvt) Ltd [unknown %],Bison Energy FZCO [unknown %],United Arab Emirates,0.75,bcf/d,5.7,7.75,2023,12,,,2023,,,,,,yes,Confirmed,2023,,,,,Port Qasim,Asia,Southern Asia,Karachi,Sindh,24.72,67.21,approximate,,250000000,USD,250000000,,,yes,,,,,,,,2024/6/27
T0887,2,T088702,https://www.gem.wiki/Tabeer_LNG_Terminal,Tabeer LNG Terminal,Phase 2,Import,Proposed,Pakistan,,,Tabeer Energy (Pvt) Ltd [unknown %]; Tabeer Energy Marketing (Pvt) Ltd [unknown %],Bison Energy FZCO [unknown %],United Arab Emirates,,,--,--,2023,12,,,,,,,,,,,--,,,,,Port Qasim,Asia,Southern Asia,Karachi,Sindh,24.72,67.21,approximate,,250000000,USD,250000000,,,yes,,,,,,,,2024/6/27
T0888,0,T088800,https://www.gem.wiki/Batangas_Clean_Energy_LNG_Terminal,Batangas Clean Energy LNG Terminal,,Import,Proposed,Philippines,,,Batangas Clean Energy Inc [100.00%],Ayala [unknown %]; Blackstone Group [unknown %],Philippines; United States,3,mtpa,3,4.08,,,,,2025,,,,2027,,yes,Presumed,2027,,,,,Batangas,Asia,South-eastern Asia,,,13.75391,121.040647,approximate,Batangas Clean Energy power station,,,--,,,,,,,,,,,2024/7/15
T0889,0,T088900,https://www.gem.wiki/Singapore_Offshore_LNG_Terminal,Singapore Offshore LNG Terminal,,Import,Cancelled,Singapore,,,Singapore Energy Market Authority [100.00%],Singapore Energy Market Authority [100.00%],Singapore,,,--,--,2019,,,,,,,,,,,,--,2022,,Presumed,,,Asia,South-eastern Asia,,,,,,,,,--,,,,,,,,,,,7/15/2024
T0890,0,T089000,https://www.gem.wiki/SLNG_2_LNG_Terminal,SLNG 2 LNG Terminal,,Import,Proposed,Singapore,,,Singapore LNG Corporation [100.00%],Singapore LNG Corporation [100.00%],Singapore,5,mtpa,5,6.8,2023,10,,,2030,,,,,,,,2030,2023,,Presumed,,Offshore Singapore,Asia,South-eastern Asia,,,1.200281,103.672847,approximate,,,,--,,,yes,,,,,,,,2024/7/15
T0891,0,T089100,https://www.gem.wiki/Northeast_Asia_LNG_Hub_Terminal,Northeast Asia LNG Hub Terminal,,Import,Construction,South Korea,,Hanyang LNG Terminal,Northeast Asia LNG Hub Terminal Co Ltd [100.00%],Hanyang Group [60.00%]; GS Holdings Corp [40.00%],China; South Korea,,,--,--,,,2024,,2024,,,,2027,,yes,Presumed,2027,,,,,Myodo,Asia,Eastern Asia,,,34.871552,127.712685,approximate,,,,--,,,,,,,,,,,2024/9/4
T0892,0,T089200,https://www.gem.wiki/Taichung_(TaiPower)_LNG_Terminal,Taichung (TaiPower) LNG Terminal,,Import,Proposed,Taiwan,台中LNG接收站（台電）（第五接收站）,No. 5 LNG Terminal,Taiwan Electric Power Company [100.00%],Taiwan Electric Power Company [100.00%],Taiwan,3,mtpa,3,4.08,2019,,,,2025,,,,,,yes,Confirmed,2025,,,,,Taichung Harbor,Asia,Eastern Asia,,Taichung,24.291471,120.510622,approximate,,,,--,,,,,,,,,,,2024/7/10
T0893,0,T089300,https://www.gem.wiki/Chana_LNG_Terminal,Chana LNG Terminal,,Import,Shelved,Thailand,,"Wiki is unclear on any project details and original source doesn't work. This is latest reference I could find to a proposal, indicating the project should be shelved as of 2023",KOGAS [unknown %]; Korea Western Power [unknown %]; Thai Petrochemical Industry Polene Power [unknown %],KEPCO [unknown %]; KOGAS [unknown %]; Thai Petrochemical Industry Polene Power [unknown %],South Korea; South Korea; Thailand,,,--,--,2021,,,,,,,,,,,,--,2023,,Presumed,,,Asia,South-eastern Asia,Chana,Songkhla,7.235476,100.564161,approximate,,,,--,,,,,,,,,,,2024/7/15
T0894,0,T089400,https://www.gem.wiki/Gulf_MTP_LNG_Terminal,Gulf MTP LNG Terminal,Phase I,Import,Shelved,Thailand,,"Map Ta Phut Industrial Port Development Project, Phase 3; MTP3",Gulf MPT LNG Terminal Co Ltd [100.00%],Gulf Energy Development Public Company Limited [70.00%]; PTT [30.00%],Thailand; Thailand,5,mtpa,5,6.8,,,,,2025,,,,,,,,2025,,,,,Map Ta Phut,Asia,South-eastern Asia,,,12.6610311,101.138036,approximate,,1330000000,USD,1330000000,,,,,,,,,,,2024/7/15
T0894,1,T089401,https://www.gem.wiki/Gulf_MTP_LNG_Terminal,Gulf MTP LNG Terminal,Phase II,Import,Shelved,Thailand,,"Map Ta Phut Industrial Port Development Project, Phase 3; MTP3",Gulf MPT LNG Terminal Co Ltd [100.00%],Gulf Energy Development Public Company Limited [70.00%]; PTT [30.00%],Thailand; Thailand,5.8,mtpa,5.8,7.89,,,,,,,,,,,,,--,,,,,Map Ta Phut,Asia,South-eastern Asia,,,12.6610311,101.138036,approximate,,,,--,,,,,,,,,,,2024/7/15
T0896,0,T089600,https://www.gem.wiki/Gulf_of_Thailand_FSRU,Gulf of Thailand FSRU,,Import,Cancelled,Thailand,,Samut Prakan FSRU,EGAT [100.00%],EGAT [100.00%],Thailand,5,mtpa,5,6.8,,,,,2024,,,,,,,,2024,,2021,Confirmed,,,Asia,South-eastern Asia,,,12.271182,100.836715,approximate,,,,--,,,yes,,,,,,,,2024/7/15
T0898,0,T089800,https://www.gem.wiki/Songkhla_FSRU,Songkhla FSRU,,Import,Cancelled,Thailand,,,PTT [100.00%],PTT [100.00%],Thailand,3,mtpa,3,4.08,,,,,,,,,,,,,--,,2018,Confirmed,,Songkhla,Asia,South-eastern Asia,,,7.229648,100.573438,approximate,,,,--,,,yes,,,,,,,,2024/7/15
T0901,0,T090100,https://www.gem.wiki/Ca_Na_LNG_Terminal,Ca Na LNG Terminal,,Import,Proposed,Vietnam,,,Novatek [100.00%],Novatek [100.00%],Russia,,,--,--,2019,,,,2024,,,,,,,,2024,2023,,Presumed,,,Asia,South-eastern Asia,,Ninh Thuan,11.337419,108.885002,approximate,,,,--,,,,,,,,,,,2024/7/16
T0902,0,T090200,https://www.gem.wiki/Chan_May_LNG_Terminal,Chan May LNG Terminal,,Import,Cancelled,Vietnam,,,Chan May LNG [100.00%],Chan May LNG [100.00%],Vietnam,,,--,--,,,,,2024,,,,,,yes,Confirmed,2024,2022,2024,Presumed,,Chan May,Asia,South-eastern Asia,,,16.332683,108.020046,approximate,,,,--,,,,,,,,,,,2024/7/16
T0903,0,T090300,https://www.gem.wiki/Quang_Nam_LNG_Terminal,Quang Nam LNG Terminal,,Import,Shelved,Vietnam,,,Energy Capital Vietnam [100.00%],Energy Capital Vietnam [100.00%],United States,,,--,--,,,,,,,,,,,,,--,2023,,Presumed,,Quang Nam,Asia,South-eastern Asia,,,15.876183,108.389096,approximate,,,,--,,,,,,,,,,,2024/7/16
T0904,0,T090400,https://www.gem.wiki/Karimun_Island_LNG_Terminal,Karimun Island LNG Terminal,,Import,Shelved,Indonesia,,,Panbil Group [100.00%],Panbil Group [100.00%],Indonesia,,,--,--,2020,,,,2024,,,,,,,,2024,2023,,Presumed,,,Asia,South-eastern Asia,,Pulau Asam,0.988745,103.433783,approximate,,700000000,USD,700000000,,,,,,,,,,,2024/7/12
T0905,0,T090500,https://www.gem.wiki/Rakhine_LNG_Terminal,Rakhine LNG Terminal,,Import,Shelved,Myanmar,,,CNTIC VPower [100.00%],CNTIC [unknown %]; VPower Group [unknown %],China; Hong Kong,,,--,--,,,,,2022,,,,,,,,2022,2023,,Confirmed,,Kyaukpyu,Asia,South-eastern Asia,,Rakhine,19.4281,93.5543,approximate,Kyaukphu (PowerChina) power station,,,--,,,,,,,,,,,2024/7/12
T0906,0,T090600,https://www.gem.wiki/Filipinas_LNG_Gateway_Project_FSRU,Filipinas LNG Gateway Project FSRU,,Import,Construction,Philippines,,Luzon LNG Terminal,Luzon LNG Terminal Inc [100.00%],Excelerate Energy [100.00%],United States,4.4,mtpa,4.4,5.98,,,,,2022,,,,2025,,yes,Confirmed,2025,,,,,Batangas,Asia,South-eastern Asia,,,13.726365,120.99401,approximate,,,,--,,,yes,,,,,,,,2024/7/15
T0907,0,T090700,https://www.gem.wiki/Kanbauk_FSRU,Kanbauk FSRU,,Import,Cancelled,Myanmar,,,Siemens Myanmar [unknown %]; TotalEnergies Gas & Power [unknown %],Siemens Energy [unknown %]; TotalEnergies [unknown %],Germany; France,4,mtpa,4,5.44,,,,,2024,,,,,,yes,Confirmed,2024,2021,2023,Presumed,,Kanbauk,Asia,South-eastern Asia,,,14.56925,97.82761,approximate,,2100000000,USD,2100000000,,,yes,,,,,,,,2024/7/12
T0909,0,T090900,https://www.gem.wiki/Boudji_FLNG_Terminal,Boudji FLNG Terminal,,Export,Cancelled,Gabon,,,Petronas [100.00%],Petronas [100.00%],Malaysia,,,--,--,2019,,,,,,,,,,,,--,2022,2024,Presumed,Presumed,,Africa,Sub-Saharan Africa,,,-4.302812,10.351025,approximate,,,,--,Pre-FID,,yes,,,,,,,,2024/7/17
T0910,0,T091000,https://www.gem.wiki/Kulevi_LNG_Terminal,Kulevi LNG Terminal,,Import,Cancelled,Georgia,,,SOCAR [100.00%],Government of Azerbaijan [100.00%],Azerbaijan,,,--,--,,,,,,,,,,,,,--,,2016,Presumed,,,Asia,Western Asia,,,42.272729,41.64131,approximate,,,,--,,,,,,,,,,,2024/6/3
T0913,1,T091301,https://www.gem.wiki/Etinde_FLNG_Terminal,Etinde FLNG Terminal,,Export,Proposed,Cameroon,,,Lukoil [37.50%]; New Age (African Global Energy) Ltd [37.50%]; Bowleven [25.00%],Lukoil [37.50%]; New Age (African Global Energy) Ltd [37.50%]; Bowleven [25.00%],Russia; United Kingdom; United Kingdom,1.3,mtpa,1.3,1.77,,,,,2023,,,,,,yes,Confirmed,2023,,,,,offshore Cameroon,Africa,Sub-Saharan Africa,,,4.0237344,8.903989,approximate,,500000000,USD,500000000,Pre-FID,2022,yes,,,,,,,,2024/7/16
T0914,1,T091401,https://www.gem.wiki/Ksi_Lisims_FLNG_Terminal,Ksi Lisims FLNG Terminal,,Export,Proposed,Canada,,Rockies LNG Partnership Terminal,Ksi Lisims LNG GP Ltd. [100.00%],Nisga'a Nation [unknown %]; Rockies LNG [unknown %]; Western LNG [unknown %],Canada; Canada; United States,12,mtpa,12,16.32,2019,,,,2027,,,,,,,,2027,,,,,Gingolx,Americas,Northern America,,British Columbia,54.991963,-130.0306788,approximate,,10000000000,USD,10000000000,Pre-FID,2021,yes,,,,,,,,2024/9/9
