year,country_code,country_name,in_degree,out_degree,total_degree,norm_in_degree,norm_out_degree,norm_total_degree,in_strength,out_strength,total_strength,norm_in_strength,norm_out_strength,norm_total_strength,betweenness_centrality,pagerank_centrality,eigenvector_centrality,global_density,global_nodes,global_edges,global_max_possible_edges,global_edge_coverage_ratio,global_total_weight,global_avg_edge_weight,global_weight_density,global_is_strongly_connected,global_num_strongly_connected_components,global_largest_scc_size,global_largest_scc_ratio,global_is_weakly_connected,global_num_weakly_connected_components,global_largest_wcc_size,global_largest_wcc_ratio,global_avg_path_length,global_median_path_length,global_max_path_length,global_min_path_length,global_avg_weighted_path_length,global_median_weighted_path_length,global_reachability_ratio,global_sampled_pairs,global_reachable_pairs,global_weighted_reachable_pairs,global_lwcc_node_ratio,global_lwcc_edge_ratio,global_global_efficiency,global_weighted_global_efficiency,global_efficiency_sample_size,global_efficiency_sample_pairs,global_global_clustering,global_avg_clustering,global_weighted_avg_clustering
2001,MEX,Mexico,63,82,145,0.28125,0.36607142857142855,0.3236607142857143,4961416007.0,12645222889.955,17606638896.955,0.00917796811422629,0.023392001863489654,0.03256996997771595,0.06868593850096091,0.04222451700649203,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,NIC,Nicaragua,34,10,44,0.15178571428571427,0.044642857142857144,0.09821428571428571,268495782.0,36019147.0,304514929.0,0.0004966819396969493,6.663069216554602e-05,0.0005633126318624953,0.004464285714285714,0.005335219971057912,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,PAN,Panama,58,31,89,0.25892857142857145,0.13839285714285715,0.19866071428571427,745409569.21,138437407.912,883846977.122,0.0013789098210261275,0.000256091025997384,0.0016350008470235116,0.0,0.0028056363749474084,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,USA,USA,118,181,299,0.5267857142857143,0.8080357142857143,0.6674107142857143,101629265804.41501,10903251851.139002,112532517655.55402,0.18800079648816861,0.020169584185229666,0.2081703806733983,0.5892056374119155,0.1313503470956192,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,VEN,Venezuela,47,69,116,0.20982142857142858,0.3080357142857143,0.25892857142857145,279102380.78999996,20682161834.676,20961264215.466,0.0005163027546734932,0.03825928355616808,0.038775586310841575,0.03617472773862908,0.001742998456514856,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,AFG,Afghanistan,13,3,16,0.05803571428571429,0.013392857142857142,0.03571428571428571,6105020.0,2191461.702,8296481.702,1.1293485331135181e-05,4.0539163811554325e-06,1.5347401712290613e-05,0.0,0.0007392407967542581,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,IDN,Indonesia,46,62,108,0.20535714285714285,0.2767857142857143,0.24107142857142858,5427640868.0,14099914159.53,19527555027.53,0.010040422885662589,0.026082989692239714,0.036123412577902296,0.0847013132607303,0.011911942569673414,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,VCT,Saint Vincent and the Grenadines,35,4,39,0.15625,0.017857142857142856,0.08705357142857142,38015698.462,2464.0,38018162.462,7.032405019696171e-05,4.55807644461723e-09,7.032860827340633e-05,0.0,0.0009601732564863686,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,AGO,Angola,24,20,44,0.10714285714285714,0.08928571428571429,0.09821428571428571,107701965.265,5482371982.43,5590073947.695001,0.000199234493065495,0.010141668260447911,0.010340902753513407,0.004143978219090326,0.001161077887277295,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,BEN,Benin,31,6,37,0.13839285714285715,0.026785714285714284,0.08258928571428571,75016095.0,10582682.957,85598777.957,0.0001387699251569271,1.9576573825955326e-05,0.00015834649898288243,0.0,0.0016080728461205372,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,BFA,Burkina Faso,48,17,65,0.21428571428571427,0.07589285714285714,0.14508928571428573,196614417.491,6683834.0,203298251.491,0.0003637108543173154,1.2364215225296981e-05,0.00037607506954261236,0.0,0.0013230340615685058,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,CAN,Canada,82,121,203,0.36607142857142855,0.5401785714285714,0.453125,10876447632.726,15819974461.058,26696422093.784,0.020119999900909586,0.02926487538368289,0.049384875284592476,0.008888532991672004,0.02840860231432708,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,CHN,China,77,134,211,0.34375,0.5982142857142857,0.47098214285714285,16728582570.54,5822223850.120999,22550806420.661,0.030945681074112313,0.010770349588687162,0.041716030662799476,0.03277146060217809,0.03361215608986651,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,CPV,Cabo Verde,21,1,22,0.09375,0.004464285714285714,0.049107142857142856,15229119.321,97.0,15229216.321,2.817187096157275e-05,1.7943726263306468e-10,2.817205039883538e-05,0.0,0.0009555646700969782,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,DEU,Germany,89,165,254,0.39732142857142855,0.7366071428571429,0.5669642857142857,29375876468.721,4899950515.973999,34275826984.695,0.054341514030869634,0.009064265027049972,0.06340577905791961,0.06294042280589365,0.026253423645470782,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,ITA,Italy,88,156,244,0.39285714285714285,0.6964285714285714,0.5446428571428571,19630725996.011,4537618027.940999,24168344023.952,0.03631426532189646,0.008393997503177094,0.04470826282507355,0.18095371556694426,0.017958659810147763,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,JPN,Japan,77,144,221,0.34375,0.6428571428571429,0.49330357142857145,69623070566.685,1067317691.848,70690388258.533,0.12879353812984176,0.0019743975771654224,0.1307679357070072,0.035694266495836,0.05344106475073874,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,KOR,Rep. of Korea,79,107,186,0.35267857142857145,0.47767857142857145,0.41517857142857145,33479320563.0,7800011871.297001,41279332434.297,0.06193234676948035,0.014428997718463323,0.07636134448794367,0.08866511851377322,0.03773207122429187,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,NLD,Netherlands,88,155,243,0.39285714285714285,0.6919642857142857,0.5424107142857143,17237319343.23,17888814092.522,35126133435.752,0.03188677729980585,0.03309195703622617,0.06497873433603202,0.04101937860345932,0.01896473662548816,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,PRT,Portugal,57,59,116,0.2544642857142857,0.26339285714285715,0.25892857142857145,3718016389.83,282139981.98300004,4000156371.8129997,0.006877842097071801,0.0005219219180038321,0.007399764015075632,0.004123959000640615,0.0071709840367379174,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,STP,Sao Tome and Principe,19,0,19,0.08482142857142858,0.0,0.04241071428571429,5324604.767,0.0,5324604.767,9.849819628798424e-06,0.0,9.849819628798424e-06,0.0,0.0007281098081890472,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,THA,Thailand,68,67,135,0.30357142857142855,0.29910714285714285,0.3013392857142857,7364726886.0,1634260330.525,8998987216.525,0.013623777654267779,0.0030231670117444693,0.01664694466601225,0.030989750160153744,0.00716370318622619,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,ZAF,South Africa,63,111,174,0.28125,0.4955357142857143,0.38839285714285715,3693154370.935,3368062715.1150007,7061217086.050001,0.006831850626823859,0.006230473752337353,0.013062324379161213,0.06808536194746957,0.005449526977817545,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,AIA,Anguilla,10,5,15,0.044642857142857144,0.022321428571428572,0.033482142857142856,6487917.0,424003.709,6911920.709,1.200179450175799e-05,7.843511844250157e-07,1.2786145686183006e-05,0.0,0.0007611673329016381,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,AZE,Azerbaijan,32,44,76,0.14285714285714285,0.19642857142857142,0.16964285714285715,188379649.82999998,1620702799.369,1809082449.199,0.0003484776154770151,0.0029980873593867872,0.0033465649748638023,0.004524343369634849,0.0014563631674787965,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,FJI,Fiji,17,8,25,0.07589285714285714,0.03571428571428571,0.05580357142857143,66334622.0,5265312.0,71599934.0,0.00012271034009772236,9.740135795763165e-06,0.00013245047589348553,0.004464285714285714,0.0016826665312925362,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,MWI,Malawi,21,6,27,0.09375,0.026785714285714284,0.060267857142857144,88832759.94999999,1100096.257,89932856.20699999,0.00016432894100585707,2.035033618442891e-06,0.00016636397462429999,0.00442424727738629,0.0020004899591218317,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,VGB,Br. Virgin Isds,14,6,20,0.0625,0.026785714285714284,0.044642857142857144,3456122667.0,79828579.0,3535951246.0,0.006393373099902752,0.00014767238861492115,0.006541045488517673,0.0,0.001362131841570888,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,ALB,Albania,33,9,42,0.14732142857142858,0.04017857142857143,0.09375,73154414.0,3511963.5609999998,76666377.561,0.00013532605976995817,6.496671421164021e-06,0.00014182273119112222,0.0,0.0009088329518473258,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,AUT,Austria,55,110,165,0.24553571428571427,0.49107142857142855,0.36830357142857145,3118321214.65,480781907.262,3599103121.912,0.005768484770798034,0.0008893833954906932,0.0066578681662887275,0.0040038436899423446,0.01103604294128575,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,GRC,Greece,66,125,191,0.29464285714285715,0.5580357142857143,0.4263392857142857,4261073702.407,891699507.79,5152773210.1970005,0.007882426814821136,0.0016495269976194713,0.009531953812440607,0.012151665598975014,0.0022607567517758833,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
2001,MAR,Morocco,42,24,66,0.1875,0.10714285714285714,0.14732142857142858,1874790218.5189996,301402348.62399995,2176192567.1429996,0.0034681157198174686,0.0005575547668893526,0.004025670486706821,0.004083920563741191,0.002104843256575829,0.0,0.14293650793650794,225,7204,50400,0.14293650793650794,540578910849.5123,75038716.10903835,0.14293650793650794,False,18,208,0.9244444444444444,True,1,225,1.0,2.065161401098901,2.0,4,1,0.0006687912845056128,3.0484522110322585e-07,0.9244444444444444,50400,46592,46592,1.0,1.0,0.5006514550263261,31441236.085690275,225,50400,0.49700180986854636,0.6998845553791851,0.0003346431311331996
